Date,ALGYO.IS
2020-01-02,15.16579818725586
2020-01-03,14.041179656982422
2020-01-06,15.893491744995117
2020-01-07,16.075414657592773
2020-01-08,15.38079833984375
2020-01-09,15.587529182434082
2020-01-10,15.876953125
2020-01-13,15.785990715026855
2020-01-14,15.579259872436523
2020-01-15,15.215413093566895
2020-01-16,15.091375350952148
2020-01-17,14.876374244689941
2020-01-20,14.96733570098877
2020-01-21,15.16579818725586
2020-01-22,15.074835777282715
2020-01-23,15.529644966125488
2020-01-24,15.231951713562012
2020-01-27,15.18233585357666
2020-01-28,15.116182327270508
2020-01-29,14.892912864685059
2020-01-30,14.52906608581543
2020-01-31,14.620027542114258
2020-02-03,14.892912864685059
2020-02-04,15.389067649841309
2020-02-05,15.207143783569336
2020-02-06,15.289836883544922
2020-02-07,15.306374549865723
2020-02-10,14.934259414672852
2020-02-11,15.198875427246094
2020-02-12,15.67849063873291
2020-02-13,15.612337112426758
2020-02-14,15.554451942443848
2020-02-17,15.38079833984375
2020-02-18,15.04175853729248
2020-02-19,14.74406623840332
2020-02-20,13.900603294372559
2020-02-21,14.47118091583252
2020-02-24,14.702719688415527
2020-02-25,17.65999984741211
2020-02-26,17.90999984741211
2020-02-27,15.329999923706055
2020-02-28,14.0600004196167
2020-03-02,14.699999809265137
2020-03-03,14.949999809265137
2020-03-04,14.380000114440918
2020-03-05,14.430000305175781
2020-03-06,13.819999694824219
2020-03-09,11.930000305175781
2020-03-10,10.760000228881836
2020-03-11,10.760000228881836
2020-03-12,9.119999885559082
2020-03-13,9.9399995803833
2020-03-16,9.329999923706055
2020-03-17,9.619999885559082
2020-03-18,9.760000228881836
2020-03-19,10.020000457763672
2020-03-20,10.300000190734863
2020-03-23,9.779999732971191
2020-03-24,10.4399995803833
2020-03-25,10.369999885559082
2020-03-26,10.710000038146973
2020-03-27,10.1899995803833
2020-03-30,10.319999694824219
2020-03-31,11.270000457763672
2020-04-01,11.359999656677246
2020-04-02,12.1899995803833
2020-04-03,13.0
2020-04-06,13.920000076293945
2020-04-07,13.510000228881836
2020-04-08,13.430000305175781
2020-04-09,13.420000076293945
2020-04-10,13.359999656677246
2020-04-13,13.329999923706055
2020-04-14,13.630000114440918
2020-04-15,12.949999809265137
2020-04-16,12.930000305175781
2020-04-17,13.109999656677246
2020-04-20,13.350000381469727
2020-04-21,13.100000381469727
2020-04-22,13.329999923706055
2020-04-24,13.75
2020-04-27,14.149999618530273
2020-04-28,13.880000114440918
2020-04-29,13.800000190734863
2020-04-30,14.359999656677246
2020-05-04,15.069999694824219
2020-05-05,14.850000381469727
2020-05-06,14.670000076293945
2020-05-07,14.460000038146973
2020-05-08,14.34000015258789
2020-05-11,14.3100004196167
2020-05-12,14.670000076293945
2020-05-13,14.800000190734863
2020-05-14,14.430000305175781
2020-05-15,14.569999694824219
2020-05-18,15.119999885559082
2020-05-20,15.1899995803833
2020-05-21,15.029999732971191
2020-05-22,14.899999618530273
2020-05-27,14.920000076293945
2020-05-28,14.6899995803833
2020-05-29,14.65999984741211
2020-06-01,15.100000381469727
2020-06-02,15.079999923706055
2020-06-03,15.1899995803833
2020-06-04,15.130000114440918
2020-06-05,15.09000015258789
2020-06-08,14.970000267028809
2020-06-09,14.779999732971191
2020-06-10,14.890000343322754
2020-06-11,14.819999694824219
2020-06-12,14.720000267028809
2020-06-15,14.5
2020-06-16,14.75
2020-06-17,14.899999618530273
2020-06-18,14.949999809265137
2020-06-19,14.760000228881836
2020-06-22,14.779999732971191
2020-06-23,14.760000228881836
2020-06-24,14.579999923706055
2020-06-25,14.4399995803833
2020-06-26,14.569999694824219
2020-06-29,14.619999885559082
2020-06-30,14.84000015258789
2020-07-01,15.739999771118164
2020-07-02,15.720000267028809
2020-07-03,15.720000267028809
2020-07-06,16.239999771118164
2020-07-07,17.860000610351562
2020-07-08,18.530000686645508
2020-07-09,17.280000686645508
2020-07-10,17.030000686645508
2020-07-13,18.270000457763672
2020-07-14,18.350000381469727
2020-07-16,18.459999084472656
2020-07-17,18.8700008392334
2020-07-20,19.739999771118164
2020-07-21,18.1200008392334
2020-07-22,17.899999618530273
2020-07-23,17.75
2020-07-24,17.360000610351562
2020-07-27,17.200000762939453
2020-07-28,16.700000762939453
2020-07-29,16.299999237060547
2020-07-30,16.579999923706055
2020-08-04,15.229999542236328
2020-08-05,14.789999961853027
2020-08-06,13.989999771118164
2020-08-07,14.550000190734863
2020-08-10,15.479999542236328
2020-08-11,15.489999771118164
2020-08-12,15.140000343322754
2020-08-13,14.819999694824219
2020-08-14,14.550000190734863
2020-08-17,15.0600004196167
2020-08-18,14.90999984741211
2020-08-19,14.890000343322754
2020-08-20,15.119999885559082
2020-08-21,15.109999656677246
2020-08-24,14.920000076293945
2020-08-25,14.609999656677246
2020-08-26,14.5
2020-08-27,14.550000190734863
2020-08-28,14.569999694824219
2020-08-31,14.109999656677246
2020-09-01,14.350000381469727
2020-09-02,14.199999809265137
2020-09-03,14.380000114440918
2020-09-04,14.399999618530273
2020-09-07,15.0
2020-09-08,14.899999618530273
2020-09-09,14.930000305175781
2020-09-10,14.850000381469727
2020-09-11,14.869999885559082
2020-09-14,15.5600004196167
2020-09-15,15.569999694824219
2020-09-16,15.460000038146973
2020-09-17,16.1200008392334
2020-09-18,16.209999084472656
2020-09-21,15.84000015258789
2020-09-22,15.800000190734863
2020-09-23,16.239999771118164
2020-09-24,16.5
2020-09-25,16.170000076293945
2020-09-28,16.3700008392334
2020-09-29,16.889999389648438
2020-09-30,17.280000686645508
2020-10-01,17.25
2020-10-02,17.799999237060547
2020-10-05,18.040000915527344
2020-10-06,17.6299991607666
2020-10-07,17.65999984741211
2020-10-08,17.399999618530273
2020-10-09,17.479999542236328
2020-10-12,18.280000686645508
2020-10-13,18.280000686645508
2020-10-14,18.770000457763672
2020-10-15,18.1299991607666
2020-10-16,18.299999237060547
2020-10-19,18.780000686645508
2020-10-20,19.149999618530273
2020-10-21,18.600000381469727
2020-10-22,18.809999465942383
2020-10-23,18.3700008392334
2020-10-26,17.350000381469727
2020-10-27,18.049999237060547
2020-10-28,17.3700008392334
2020-10-30,16.510000228881836
2020-11-02,16.700000762939453
2020-11-03,16.959999084472656
2020-11-04,17.079999923706055
2020-11-05,17.3700008392334
2020-11-06,17.40999984741211
2020-11-09,17.6200008392334
2020-11-10,18.200000762939453
2020-11-11,18.229999542236328
2020-11-12,17.170000076293945
2020-11-13,17.1299991607666
2020-11-16,17.170000076293945
2020-11-17,16.6200008392334
2020-11-18,16.790000915527344
2020-11-19,16.969999313354492
2020-11-20,17.09000015258789
2020-11-23,17.59000015258789
2020-11-24,17.5
2020-11-25,18.399999618530273
2020-11-26,18.110000610351562
2020-11-27,18.559999465942383
2020-11-30,19.649999618530273
2020-12-01,19.950000762939453
2020-12-02,20.31999969482422
2020-12-03,19.90999984741211
2020-12-04,19.68000030517578
2020-12-07,19.989999771118164
2020-12-08,19.81999969482422
2020-12-09,20.020000457763672
2020-12-10,19.829999923706055
2020-12-11,20.1200008392334
2020-12-14,20.540000915527344
2020-12-15,20.899999618530273
2020-12-16,20.68000030517578
2020-12-17,20.459999084472656
2020-12-18,21.18000030517578
2020-12-21,20.739999771118164
2020-12-22,22.65999984741211
2020-12-23,24.84000015258789
2020-12-24,24.079999923706055
2020-12-25,23.860000610351562
2020-12-28,25.65999984741211
2020-12-29,26.420000076293945
2020-12-30,26.31999969482422
2020-12-31,26.200000762939453
2021-01-04,26.100000381469727
2021-01-05,25.65999984741211
2021-01-06,25.760000228881836
2021-01-07,25.780000686645508
2021-01-08,25.34000015258789
2021-01-11,24.579999923706055
2021-01-12,24.799999237060547
2021-01-13,24.6200008392334
2021-01-14,25.18000030517578
2021-01-15,25.0
2021-01-18,25.040000915527344
2021-01-19,25.15999984741211
2021-01-20,26.399999618530273
2021-01-21,26.0
2021-01-22,26.200000762939453
2021-01-25,27.5
2021-01-26,26.799999237060547
2021-01-27,24.780000686645508
2021-01-28,25.860000610351562
2021-01-29,25.299999237060547
2021-02-01,25.600000381469727
2021-02-02,25.920000076293945
2021-02-03,26.399999618530273
2021-02-04,26.020000457763672
2021-02-05,25.8799991607666
2021-02-08,26.6200008392334
2021-02-09,26.1200008392334
2021-02-10,26.18000030517578
2021-02-11,26.15999984741211
2021-02-12,26.299999237060547
2021-02-15,26.719999313354492
2021-02-16,26.299999237060547
2021-02-17,25.899999618530273
2021-02-18,25.920000076293945
2021-02-19,26.040000915527344
2021-02-22,26.200000762939453
2021-02-23,26.1200008392334
2021-02-24,25.0
2021-02-25,24.34000015258789
2021-02-26,24.040000915527344
2021-03-01,25.479999542236328
2021-03-02,24.959999084472656
2021-03-03,25.6200008392334
2021-03-04,25.940000534057617
2021-03-05,27.15999984741211
2021-03-08,29.860000610351562
2021-03-09,30.100000381469727
2021-03-10,29.18000030517578
2021-03-11,30.020000457763672
2021-03-12,29.079999923706055
2021-03-15,29.31999969482422
2021-03-16,29.020000457763672
2021-03-17,28.360000610351562
2021-03-18,27.639999389648438
2021-03-19,27.540000915527344
2021-03-22,24.799999237060547
2021-03-23,25.200000762939453
2021-03-24,27.040000915527344
2021-03-25,26.18000030517578
2021-03-26,25.799999237060547
2021-03-29,27.200000762939453
2021-03-30,26.260000228881836
2021-03-31,26.299999237060547
2021-04-01,26.479999542236328
2021-04-02,26.700000762939453
2021-04-05,26.299999237060547
2021-04-06,25.65999984741211
2021-04-07,25.799999237060547
2021-04-08,25.399999618530273
2021-04-09,24.639999389648438
2021-04-12,24.3799991607666
2021-04-13,24.0
2021-04-14,25.0
2021-04-15,24.420000076293945
2021-04-16,24.600000381469727
2021-04-19,23.079999923706055
2021-04-20,22.799999237060547
2021-04-21,21.299999237060547
2021-04-22,21.739999771118164
2021-04-26,22.420000076293945
2021-04-27,22.459999084472656
2021-04-28,22.639999389648438
2021-04-29,23.899999618530273
2021-04-30,23.600000381469727
2021-05-03,24.260000228881836
2021-05-04,23.860000610351562
2021-05-05,23.799999237060547
2021-05-06,23.700000762939453
2021-05-07,23.799999237060547
2021-05-10,24.100000381469727
2021-05-11,23.68000030517578
2021-05-12,23.700000762939453
2021-05-17,24.5
2021-05-18,24.200000762939453
2021-05-20,24.799999237060547
2021-05-21,24.600000381469727
2021-05-24,23.360000610351562
2021-05-25,21.8799991607666
2021-05-26,22.360000610351562
2021-05-27,22.200000762939453
2021-05-28,22.100000381469727
2021-05-31,22.139999389648438
2021-06-01,22.239999771118164
2021-06-02,22.239999771118164
2021-06-03,22.059999465942383
2021-06-04,22.200000762939453
2021-06-07,22.3799991607666
2021-06-08,22.280000686645508
2021-06-09,22.260000228881836
2021-06-10,22.84000015258789
2021-06-11,22.540000915527344
2021-06-14,22.700000762939453
2021-06-15,22.459999084472656
2021-06-16,21.84000015258789
2021-06-17,21.219999313354492
2021-06-18,21.040000915527344
2021-06-21,20.920000076293945
2021-06-22,21.059999465942383
2021-06-23,21.079999923706055
2021-06-24,21.139999389648438
2021-06-25,20.920000076293945
2021-06-28,20.65999984741211
2021-06-29,20.260000228881836
2021-06-30,19.979999542236328
2021-07-01,20.31999969482422
2021-07-02,20.5
2021-07-05,20.81999969482422
2021-07-06,20.520000457763672
2021-07-07,20.639999389648438
2021-07-08,20.260000228881836
2021-07-09,20.15999984741211
2021-07-12,19.700000762939453
2021-07-13,19.5
2021-07-14,19.8700008392334
2021-07-16,19.829999923706055
2021-07-19,19.889999389648438
2021-07-26,19.799999237060547
2021-07-27,20.18000030517578
2021-07-28,20.15999984741211
2021-07-29,20.399999618530273
2021-07-30,20.420000076293945
2021-08-02,20.600000381469727
2021-08-03,20.700000762939453
2021-08-04,21.040000915527344
2021-08-05,21.520000457763672
2021-08-06,21.239999771118164
2021-08-09,21.100000381469727
2021-08-10,20.81999969482422
2021-08-11,20.139999389648438
2021-08-12,20.5
2021-08-13,20.520000457763672
2021-08-16,21.15999984741211
2021-08-17,21.059999465942383
2021-08-18,20.899999618530273
2021-08-19,20.81999969482422
2021-08-20,20.739999771118164
2021-08-23,21.059999465942383
2021-08-24,20.799999237060547
2021-08-25,20.459999084472656
2021-08-26,20.15999984741211
2021-08-27,20.360000610351562
2021-08-31,20.440000534057617
2021-09-01,20.459999084472656
2021-09-02,20.639999389648438
2021-09-03,20.559999465942383
2021-09-06,20.860000610351562
2021-09-07,20.700000762939453
2021-09-08,20.3799991607666
2021-09-09,20.520000457763672
2021-09-10,20.6200008392334
2021-09-13,20.81999969482422
2021-09-14,21.280000686645508
2021-09-15,21.299999237060547
2021-09-16,20.899999618530273
2021-09-17,21.399999618530273
2021-09-20,20.8799991607666
2021-09-21,21.020000457763672
2021-09-22,20.959999084472656
2021-09-23,21.559999465942383
2021-09-24,21.700000762939453
2021-09-27,21.440000534057617
2021-09-28,21.020000457763672
2021-09-29,20.979999542236328
2021-09-30,21.100000381469727
2021-10-01,21.219999313354492
2021-10-04,21.780000686645508
2021-10-05,21.579999923706055
2021-10-06,21.239999771118164
2021-10-07,21.3799991607666
2021-10-08,21.799999237060547
2021-10-11,22.100000381469727
2021-10-12,22.68000030517578
2021-10-13,22.18000030517578
2021-10-14,22.559999465942383
2021-10-15,21.920000076293945
2021-10-18,21.920000076293945
2021-10-19,22.18000030517578
2021-10-20,22.0
2021-10-21,22.600000381469727
2021-10-22,22.6200008392334
2021-10-25,22.600000381469727
2021-10-26,22.6200008392334
2021-10-27,22.559999465942383
2021-10-28,22.559999465942383
2021-11-01,22.940000534057617
2021-11-02,22.780000686645508
2021-11-03,22.579999923706055
2021-11-04,22.959999084472656
2021-11-05,22.899999618530273
2021-11-08,22.920000076293945
2021-11-09,22.799999237060547
2021-11-10,23.639999389648438
2021-11-11,23.360000610351562
2021-11-12,23.5
2021-11-15,24.34000015258789
2021-11-16,23.81999969482422
2021-11-17,24.360000610351562
2021-11-18,24.760000228881836
2021-11-19,26.5
2021-11-22,26.219999313354492
2021-11-23,27.1200008392334
2021-11-24,26.8799991607666
2021-11-25,27.3799991607666
2021-11-26,26.940000534057617
2021-11-29,27.399999618530273
2021-11-30,28.520000457763672
2021-12-01,28.760000228881836
2021-12-02,28.719999313354492
2021-12-03,29.959999084472656
2021-12-06,30.100000381469727
2021-12-07,30.520000457763672
2021-12-08,30.559999465942383
2021-12-09,30.739999771118164
2021-12-10,30.100000381469727
2021-12-13,30.940000534057617
2021-12-14,32.29999923706055
2021-12-15,31.65999984741211
2021-12-16,33.400001525878906
2021-12-17,31.31999969482422
2021-12-20,31.719999313354492
2021-12-21,28.559999465942383
2021-12-22,26.81999969482422
2021-12-23,25.899999618530273
2021-12-24,26.979999542236328
2021-12-27,28.8799991607666
2021-12-28,31.760000228881836
2021-12-29,33.119998931884766
2021-12-30,32.060001373291016
2021-12-31,32.91999816894531
2022-01-03,32.400001525878906
2022-01-04,32.02000045776367
2022-01-05,32.439998626708984
2022-01-06,32.84000015258789
2022-01-07,32.7400016784668
2022-01-10,32.97999954223633
2022-01-11,32.70000076293945
2022-01-12,33.560001373291016
2022-01-13,33.29999923706055
2022-01-14,34.720001220703125
2022-01-17,34.29999923706055
2022-01-18,32.599998474121094
2022-01-19,33.65999984741211
2022-01-20,32.7400016784668
2022-01-21,33.380001068115234
2022-01-24,31.940000534057617
2022-01-25,31.860000610351562
2022-01-26,31.81999969482422
2022-01-27,33.34000015258789
2022-01-28,33.099998474121094
2022-01-31,35.08000183105469
2022-02-01,35.13999938964844
2022-02-02,34.29999923706055
2022-02-03,32.880001068115234
2022-02-04,32.2599983215332
2022-02-07,32.91999816894531
2022-02-08,32.79999923706055
2022-02-09,33.2599983215332
2022-02-10,32.779998779296875
2022-02-11,33.0
2022-02-14,31.920000076293945
2022-02-15,32.400001525878906
2022-02-16,32.900001525878906
2022-02-17,32.400001525878906
2022-02-18,32.18000030517578
2022-02-21,31.65999984741211
2022-02-22,31.540000915527344
2022-02-23,31.1200008392334
2022-02-24,28.020000457763672
2022-02-25,29.459999084472656
2022-02-28,31.760000228881836
2022-03-01,31.100000381469727
2022-03-02,30.6200008392334
2022-03-03,31.5
2022-03-04,30.780000686645508
2022-03-07,30.459999084472656
2022-03-08,31.799999237060547
2022-03-09,32.7400016784668
2022-03-10,32.02000045776367
2022-03-11,33.18000030517578
2022-03-14,33.20000076293945
2022-03-15,33.220001220703125
2022-03-16,34.7400016784668
2022-03-17,34.720001220703125
2022-03-18,34.63999938964844
2022-03-21,34.97999954223633
2022-03-22,35.279998779296875
2022-03-23,34.900001525878906
2022-03-24,35.63999938964844
2022-03-25,35.400001525878906
2022-03-28,36.779998779296875
2022-03-29,36.79999923706055
2022-03-30,36.91999816894531
2022-03-31,36.70000076293945
2022-04-01,36.619998931884766
2022-04-04,37.119998931884766
2022-04-05,36.900001525878906
2022-04-06,37.97999954223633
2022-04-07,38.41999816894531
2022-04-08,38.7599983215332
2022-04-11,40.099998474121094
2022-04-12,40.220001220703125
2022-04-13,39.20000076293945
2022-04-14,39.939998626708984
2022-04-15,39.52000045776367
2022-04-18,39.29999923706055
2022-04-19,40.34000015258789
2022-04-20,41.7599983215332
2022-04-21,41.400001525878906
2022-04-22,39.31999969482422
2022-04-25,37.52000045776367
2022-04-26,35.5
2022-04-27,35.97999954223633
2022-04-28,36.52000045776367
2022-04-29,37.099998474121094
2022-05-05,38.099998474121094
2022-05-06,37.58000183105469
2022-05-09,35.84000015258789
2022-05-10,36.02000045776367
2022-05-11,34.2400016784668
2022-05-12,32.13999938964844
2022-05-13,32.5
2022-05-16,32.86000061035156
2022-05-17,32.400001525878906
2022-05-18,32.119998931884766
2022-05-20,31.31999969482422
2022-05-23,30.920000076293945
2022-05-24,32.0
2022-05-25,32.18000030517578
2022-05-26,31.8799991607666
2022-05-27,32.7599983215332
2022-05-30,33.63999938964844
2022-05-31,33.15999984741211
2022-06-01,33.279998779296875
2022-06-02,33.29999923706055
2022-06-03,33.400001525878906
2022-06-06,34.13999938964844
2022-06-07,34.31999969482422
2022-06-08,32.279998779296875
2022-06-09,32.400001525878906
2022-06-10,31.959999084472656
2022-06-13,31.100000381469727
2022-06-14,31.020000457763672
2022-06-15,31.299999237060547
2022-06-16,31.020000457763672
2022-06-17,31.520000457763672
2022-06-20,31.600000381469727
2022-06-21,31.979999542236328
2022-06-22,33.040000915527344
2022-06-23,33.619998931884766
2022-06-24,33.36000061035156
2022-06-27,32.400001525878906
2022-06-28,32.70000076293945
2022-06-29,31.65999984741211
2022-06-30,31.5
2022-07-01,31.559999465942383
2022-07-04,32.02000045776367
2022-07-05,31.100000381469727
2022-07-06,31.8799991607666
2022-07-07,31.920000076293945
2022-07-08,31.959999084472656
2022-07-13,31.799999237060547
2022-07-14,32.220001220703125
2022-07-18,33.13999938964844
2022-07-19,33.400001525878906
2022-07-20,33.279998779296875
2022-07-21,33.65999984741211
2022-07-22,35.939998626708984
2022-07-25,35.619998931884766
2022-07-26,36.619998931884766
2022-07-27,36.619998931884766
2022-07-28,36.060001373291016
2022-07-29,36.099998474121094
