Date,BERA.IS
2020-01-02,3.8399999141693115
2020-01-03,3.6700000762939453
2020-01-06,3.390000104904175
2020-01-07,3.5299999713897705
2020-01-08,3.450000047683716
2020-01-09,3.5999999046325684
2020-01-10,3.5999999046325684
2020-01-13,3.7699999809265137
2020-01-14,3.700000047683716
2020-01-15,3.740000009536743
2020-01-16,3.880000114440918
2020-01-17,3.8499999046325684
2020-01-20,3.9200000762939453
2020-01-21,4.710000038146973
2020-01-22,4.230000019073486
2020-01-23,4.239999771118164
2020-01-24,4.320000171661377
2020-01-27,4.340000152587891
2020-01-28,4.409999847412109
2020-01-29,4.539999961853027
2020-01-30,4.349999904632568
2020-01-31,4.400000095367432
2020-02-03,4.420000076293945
2020-02-04,4.46999979019165
2020-02-05,4.559999942779541
2020-02-06,4.5
2020-02-07,4.420000076293945
2020-02-10,4.090000152587891
2020-02-11,4.150000095367432
2020-02-12,4.130000114440918
2020-02-13,4.170000076293945
2020-02-14,4.130000114440918
2020-02-17,4.139999866485596
2020-02-18,4.159999847412109
2020-02-19,4.039999961853027
2020-02-20,3.6700000762939453
2020-02-21,3.7699999809265137
2020-02-24,3.8399999141693115
2020-02-25,4.03000020980835
2020-02-26,3.9800000190734863
2020-02-27,3.700000047683716
2020-02-28,3.450000047683716
2020-03-02,3.5999999046325684
2020-03-03,3.759999990463257
2020-03-04,3.640000104904175
2020-03-05,3.690000057220459
2020-03-06,3.5399999618530273
2020-03-09,3.180000066757202
2020-03-10,2.9600000381469727
2020-03-11,2.9600000381469727
2020-03-12,2.3299999237060547
2020-03-13,2.509999990463257
2020-03-16,2.2699999809265137
2020-03-17,2.0799999237060547
2020-03-18,2.049999952316284
2020-03-19,2.049999952316284
2020-03-20,2.069999933242798
2020-03-23,2.119999885559082
2020-03-24,2.319999933242798
2020-03-25,2.4200000762939453
2020-03-26,2.6600000858306885
2020-03-27,2.549999952316284
2020-03-30,2.6500000953674316
2020-03-31,2.7899999618530273
2020-04-01,2.7200000286102295
2020-04-02,2.6700000762939453
2020-04-03,2.680000066757202
2020-04-06,2.819999933242798
2020-04-07,3.109999895095825
2020-04-08,3.059999942779541
2020-04-09,3.0999999046325684
2020-04-10,3.140000104904175
2020-04-13,3.140000104904175
2020-04-14,3.2300000190734863
2020-04-15,3.109999895095825
2020-04-16,3.180000066757202
2020-04-17,3.2300000190734863
2020-04-20,3.2899999618530273
2020-04-21,3.200000047683716
2020-04-22,3.2300000190734863
2020-04-24,3.359999895095825
2020-04-27,3.619999885559082
2020-04-28,3.490000009536743
2020-04-29,3.8299999237060547
2020-04-30,3.869999885559082
2020-05-04,3.680000066757202
2020-05-05,3.700000047683716
2020-05-06,3.640000104904175
2020-05-07,3.6600000858306885
2020-05-08,3.759999990463257
2020-05-11,3.809999942779541
2020-05-12,3.8499999046325684
2020-05-13,3.75
2020-05-14,3.630000114440918
2020-05-15,3.7200000286102295
2020-05-18,3.759999990463257
2020-05-20,3.8399999141693115
2020-05-21,3.759999990463257
2020-05-22,3.759999990463257
2020-05-27,3.8499999046325684
2020-05-28,4.039999961853027
2020-05-29,4.28000020980835
2020-06-01,4.230000019073486
2020-06-02,4.309999942779541
2020-06-03,4.429999828338623
2020-06-04,4.460000038146973
2020-06-05,4.329999923706055
2020-06-08,4.320000171661377
2020-06-09,4.360000133514404
2020-06-10,4.460000038146973
2020-06-11,4.559999942779541
2020-06-12,4.610000133514404
2020-06-15,4.539999961853027
2020-06-16,4.349999904632568
2020-06-17,4.349999904632568
2020-06-18,4.150000095367432
2020-06-19,4.190000057220459
2020-06-22,4.210000038146973
2020-06-23,4.230000019073486
2020-06-24,4.25
2020-06-25,4.170000076293945
2020-06-26,4.199999809265137
2020-06-29,4.260000228881836
2020-06-30,4.349999904632568
2020-07-01,4.429999828338623
2020-07-02,4.539999961853027
2020-07-03,4.579999923706055
2020-07-06,4.75
2020-07-07,4.800000190734863
2020-07-08,4.809999942779541
2020-07-09,5.289999961853027
2020-07-10,5.340000152587891
2020-07-13,5.460000038146973
2020-07-14,5.96999979019165
2020-07-16,6.559999942779541
2020-07-17,7.210000038146973
2020-07-20,7.929999828338623
2020-07-21,8.720000267028809
2020-07-22,8.15999984741211
2020-07-23,8.970000267028809
2020-07-24,8.270000457763672
2020-07-27,8.3100004196167
2020-07-28,8.029999732971191
2020-07-29,8.199999809265137
2020-07-30,8.199999809265137
2020-08-04,7.670000076293945
2020-08-05,7.159999847412109
2020-08-06,6.75
2020-08-07,7.579999923706055
2020-08-10,7.25
2020-08-11,7.059999942779541
2020-08-12,7.949999809265137
2020-08-13,8.239999771118164
2020-08-14,7.650000095367432
2020-08-17,7.46999979019165
2020-08-18,7.579999923706055
2020-08-19,7.769999980926514
2020-08-20,8.470000267028809
2020-08-21,8.829999923706055
2020-08-24,8.510000228881836
2020-08-25,8.350000381469727
2020-08-26,8.100000381469727
2020-08-27,8.109999656677246
2020-08-28,8.5
2020-08-31,8.529999732971191
2020-09-01,8.300000190734863
2020-09-02,9.149999618530273
2020-09-03,9.0
2020-09-04,9.579999923706055
2020-09-07,9.40999984741211
2020-09-08,9.15999984741211
2020-09-09,8.979999542236328
2020-09-10,9.300000190734863
2020-09-11,9.380000114440918
2020-09-14,9.260000228881836
2020-09-15,9.25
2020-09-16,9.739999771118164
2020-09-17,9.390000343322754
2020-09-18,9.34000015258789
2020-09-21,9.300000190734863
2020-09-22,9.319999694824219
2020-09-23,9.25
2020-09-24,9.100000381469727
2020-09-25,8.970000267028809
2020-09-28,9.4399995803833
2020-09-29,10.430000305175781
2020-09-30,10.329999923706055
2020-10-01,10.300000190734863
2020-10-02,10.239999771118164
2020-10-05,10.489999771118164
2020-10-06,10.300000190734863
2020-10-07,10.199999809265137
2020-10-08,10.050000190734863
2020-10-09,9.949999809265137
2020-10-12,10.020000457763672
2020-10-13,9.9399995803833
2020-10-14,10.050000190734863
2020-10-15,10.020000457763672
2020-10-16,10.0600004196167
2020-10-19,10.25
2020-10-20,10.550000190734863
2020-10-21,10.25
2020-10-22,10.0
2020-10-23,9.920000076293945
2020-10-26,9.029999732971191
2020-10-27,9.319999694824219
2020-10-28,9.09000015258789
2020-10-30,8.859999656677246
2020-11-02,9.15999984741211
2020-11-03,9.420000076293945
2020-11-04,9.65999984741211
2020-11-05,9.9399995803833
2020-11-06,9.899999618530273
2020-11-09,10.180000305175781
2020-11-10,10.210000038146973
2020-11-11,10.25
2020-11-12,10.0600004196167
2020-11-13,10.399999618530273
2020-11-16,10.279999732971191
2020-11-17,10.40999984741211
2020-11-18,11.4399995803833
2020-11-19,10.970000267028809
2020-11-20,11.859999656677246
2020-11-23,11.8100004196167
2020-11-24,11.25
2020-11-25,10.770000457763672
2020-11-26,11.850000381469727
2020-11-27,12.119999885559082
2020-11-30,12.899999618530273
2020-12-01,13.470000267028809
2020-12-02,13.449999809265137
2020-12-03,13.390000343322754
2020-12-04,14.720000267028809
2020-12-07,15.390000343322754
2020-12-08,16.34000015258789
2020-12-09,18.06999969482422
2020-12-10,19.8700008392334
2020-12-11,21.84000015258789
2020-12-14,19.65999984741211
2020-12-15,17.700000762939453
2020-12-16,17.110000610351562
2020-12-17,17.530000686645508
2020-12-18,17.059999465942383
2020-12-21,16.459999084472656
2020-12-22,16.540000915527344
2020-12-23,16.530000686645508
2020-12-24,16.489999771118164
2020-12-25,16.479999542236328
2020-12-28,15.880000114440918
2020-12-29,17.510000228881836
2020-12-30,19.260000228881836
2020-12-31,20.280000686645508
2021-01-04,20.84000015258789
2021-01-05,20.399999618530273
2021-01-06,20.600000381469727
2021-01-07,20.079999923706055
2021-01-08,20.420000076293945
2021-01-11,19.940000534057617
2021-01-12,19.90999984741211
2021-01-13,21.84000015258789
2021-01-14,22.0
2021-01-15,21.0
2021-01-18,20.760000228881836
2021-01-19,20.639999389648438
2021-01-20,20.559999465942383
2021-01-21,20.100000381469727
2021-01-22,20.899999618530273
2021-01-25,21.299999237060547
2021-01-26,21.059999465942383
2021-01-27,20.299999237060547
2021-01-28,20.100000381469727
2021-01-29,20.440000534057617
2021-02-01,22.479999542236328
2021-02-02,24.719999313354492
2021-02-03,27.0
2021-02-04,25.5
2021-02-05,26.440000534057617
2021-02-08,25.959999084472656
2021-02-09,25.799999237060547
2021-02-10,24.6200008392334
2021-02-11,26.3799991607666
2021-02-12,25.600000381469727
2021-02-15,26.959999084472656
2021-02-16,27.100000381469727
2021-02-17,27.5
2021-02-18,27.440000534057617
2021-02-19,27.299999237060547
2021-02-22,26.3799991607666
2021-02-23,24.780000686645508
2021-02-24,24.0
2021-02-25,22.8799991607666
2021-02-26,24.6200008392334
2021-03-01,24.940000534057617
2021-03-02,25.280000686645508
2021-03-03,26.579999923706055
2021-03-04,26.040000915527344
2021-03-05,25.360000610351562
2021-03-08,24.639999389648438
2021-03-09,25.15999984741211
2021-03-10,25.3799991607666
2021-03-11,25.600000381469727
2021-03-12,25.260000228881836
2021-03-15,24.68000030517578
2021-03-16,24.34000015258789
2021-03-17,23.31999969482422
2021-03-18,22.700000762939453
2021-03-19,22.760000228881836
2021-03-22,20.5
2021-03-23,20.5
2021-03-24,21.520000457763672
2021-03-25,20.799999237060547
2021-03-26,21.6200008392334
2021-03-29,21.219999313354492
2021-03-30,22.459999084472656
2021-03-31,24.440000534057617
2021-04-01,25.84000015258789
2021-04-02,26.1200008392334
2021-04-05,26.0
2021-04-06,25.479999542236328
2021-04-07,24.5
2021-04-08,23.81999969482422
2021-04-09,24.940000534057617
2021-04-12,27.420000076293945
2021-04-13,26.979999542236328
2021-04-14,28.600000381469727
2021-04-15,27.299999237060547
2021-04-16,27.860000610351562
2021-04-19,26.81999969482422
2021-04-20,28.020000457763672
2021-04-21,25.459999084472656
2021-04-22,24.399999618530273
2021-04-26,25.139999389648438
2021-04-27,26.100000381469727
2021-04-28,28.700000762939453
2021-04-29,29.780000686645508
2021-04-30,32.7400016784668
2021-05-03,31.700000762939453
2021-05-04,30.639999389648438
2021-05-05,30.799999237060547
2021-05-06,30.3799991607666
2021-05-07,32.400001525878906
2021-05-10,31.780000686645508
2021-05-11,29.81999969482422
2021-05-12,30.079999923706055
2021-05-17,29.860000610351562
2021-05-18,28.0
2021-05-20,26.979999542236328
2021-05-21,28.68000030517578
2021-05-24,27.719999313354492
2021-05-25,26.540000915527344
2021-05-26,26.899999618530273
2021-05-27,27.18000030517578
2021-05-28,27.0
2021-05-31,25.440000534057617
2021-06-01,24.739999771118164
2021-06-02,23.3799991607666
2021-06-03,23.239999771118164
2021-06-04,23.68000030517578
2021-06-07,23.420000076293945
2021-06-08,23.459999084472656
2021-06-09,23.020000457763672
2021-06-10,24.579999923706055
2021-06-11,27.020000457763672
2021-06-14,25.799999237060547
2021-06-15,23.219999313354492
2021-06-16,20.899999618530273
2021-06-17,18.809999465942383
2021-06-18,16.93000030517578
2021-06-21,15.239999771118164
2021-06-22,14.949999809265137
2021-06-23,14.470000267028809
2021-06-24,14.09000015258789
2021-06-25,12.6899995803833
2021-06-28,12.430000305175781
2021-06-29,12.460000038146973
2021-06-30,12.010000228881836
2021-07-01,13.210000038146973
2021-07-02,12.949999809265137
2021-07-05,12.630000114440918
2021-07-06,12.59000015258789
2021-07-07,12.369999885559082
2021-07-08,11.779999732971191
2021-07-09,11.149999618530273
2021-07-12,11.140000343322754
2021-07-13,10.880000114440918
2021-07-14,10.930000305175781
2021-07-16,11.010000228881836
2021-07-19,11.5
2021-07-26,11.380000114440918
2021-07-27,11.100000381469727
2021-07-28,11.1899995803833
2021-07-29,11.199999809265137
2021-07-30,11.079999923706055
2021-08-02,11.130000114440918
2021-08-03,10.920000076293945
2021-08-04,11.029999732971191
2021-08-05,10.930000305175781
2021-08-06,10.850000381469727
2021-08-09,10.800000190734863
2021-08-10,10.710000038146973
2021-08-11,10.300000190734863
2021-08-12,10.289999961853027
2021-08-13,9.989999771118164
2021-08-16,10.520000457763672
2021-08-17,10.170000076293945
2021-08-18,10.020000457763672
2021-08-19,10.020000457763672
2021-08-20,9.9399995803833
2021-08-23,9.84000015258789
2021-08-24,9.680000305175781
2021-08-25,9.489999771118164
2021-08-26,9.40999984741211
2021-08-27,9.479999542236328
2021-08-31,9.779999732971191
2021-09-01,10.1899995803833
2021-09-02,11.199999809265137
2021-09-03,10.869999885559082
2021-09-06,10.619999885559082
2021-09-07,10.289999961853027
2021-09-08,9.9399995803833
2021-09-09,10.130000114440918
2021-09-10,10.010000228881836
2021-09-13,9.949999809265137
2021-09-14,9.8100004196167
2021-09-15,10.09000015258789
2021-09-16,9.899999618530273
2021-09-17,9.930000305175781
2021-09-20,9.59000015258789
2021-09-21,9.520000457763672
2021-09-22,10.470000267028809
2021-09-23,10.100000381469727
2021-09-24,10.130000114440918
2021-09-27,10.079999923706055
2021-09-28,10.079999923706055
2021-09-29,10.800000190734863
2021-09-30,10.4399995803833
2021-10-01,10.449999809265137
2021-10-04,10.3100004196167
2021-10-05,10.140000343322754
2021-10-06,10.029999732971191
2021-10-07,10.140000343322754
2021-10-08,10.109999656677246
2021-10-11,10.180000305175781
2021-10-12,9.960000038146973
2021-10-13,9.90999984741211
2021-10-14,9.819999694824219
2021-10-15,9.829999923706055
2021-10-18,9.75
2021-10-19,10.09000015258789
2021-10-20,10.050000190734863
2021-10-21,9.9399995803833
2021-10-22,10.079999923706055
2021-10-25,10.210000038146973
2021-10-26,10.199999809265137
2021-10-27,9.720000267028809
2021-10-28,9.619999885559082
2021-11-01,9.539999961853027
2021-11-02,9.399999618530273
2021-11-03,9.420000076293945
2021-11-04,9.569999694824219
2021-11-05,9.539999961853027
2021-11-08,9.670000076293945
2021-11-09,9.5600004196167
2021-11-10,9.699999809265137
2021-11-11,9.5
2021-11-12,10.09000015258789
2021-11-15,10.069999694824219
2021-11-16,10.270000457763672
2021-11-17,10.079999923706055
2021-11-18,10.65999984741211
2021-11-19,11.369999885559082
2021-11-22,11.199999809265137
2021-11-23,10.960000038146973
2021-11-24,11.270000457763672
2021-11-25,11.149999618530273
2021-11-26,10.699999809265137
2021-11-29,10.8100004196167
2021-11-30,10.640000343322754
2021-12-01,11.010000228881836
2021-12-02,10.920000076293945
2021-12-03,11.270000457763672
2021-12-06,11.279999732971191
2021-12-07,11.579999923706055
2021-12-08,11.40999984741211
2021-12-09,12.199999809265137
2021-12-10,11.670000076293945
2021-12-13,11.710000038146973
2021-12-14,11.779999732971191
2021-12-15,11.350000381469727
2021-12-16,11.479999542236328
2021-12-17,10.34000015258789
2021-12-20,10.010000228881836
2021-12-21,9.8100004196167
2021-12-22,9.609999656677246
2021-12-23,9.779999732971191
2021-12-24,9.979999542236328
2021-12-27,9.850000381469727
2021-12-28,9.630000114440918
2021-12-29,9.710000038146973
2021-12-30,9.59000015258789
2021-12-31,9.720000267028809
2022-01-03,9.9399995803833
2022-01-04,10.140000343322754
2022-01-05,10.180000305175781
2022-01-06,10.010000228881836
2022-01-07,10.199999809265137
2022-01-10,10.399999618530273
2022-01-11,10.119999885559082
2022-01-12,10.119999885559082
2022-01-13,10.050000190734863
2022-01-14,10.100000381469727
2022-01-17,10.220000267028809
2022-01-18,9.75
2022-01-19,9.930000305175781
2022-01-20,9.880000114440918
2022-01-21,9.789999961853027
2022-01-24,9.460000038146973
2022-01-25,9.510000228881836
2022-01-26,9.800000190734863
2022-01-27,10.15999984741211
2022-01-28,10.079999923706055
2022-01-31,10.130000114440918
2022-02-01,10.140000343322754
2022-02-02,9.949999809265137
2022-02-03,9.6899995803833
2022-02-04,9.720000267028809
2022-02-07,9.75
2022-02-08,9.699999809265137
2022-02-09,9.640000343322754
2022-02-10,9.470000267028809
2022-02-11,9.520000457763672
2022-02-14,9.329999923706055
2022-02-15,9.40999984741211
2022-02-16,9.40999984741211
2022-02-17,9.300000190734863
2022-02-18,9.359999656677246
2022-02-21,9.34000015258789
2022-02-22,9.109999656677246
2022-02-23,9.050000190734863
2022-02-24,8.149999618530273
2022-02-25,8.359999656677246
2022-02-28,8.180000305175781
2022-03-01,8.550000190734863
2022-03-02,8.760000228881836
2022-03-03,8.720000267028809
2022-03-04,8.770000457763672
2022-03-07,9.149999618530273
2022-03-08,9.149999618530273
2022-03-09,9.130000114440918
2022-03-10,9.359999656677246
2022-03-11,9.300000190734863
2022-03-14,9.350000381469727
2022-03-15,9.579999923706055
2022-03-16,9.390000343322754
2022-03-17,9.399999618530273
2022-03-18,9.720000267028809
2022-03-21,10.239999771118164
2022-03-22,10.300000190734863
2022-03-23,10.210000038146973
2022-03-24,10.020000457763672
2022-03-25,10.039999961853027
2022-03-28,10.239999771118164
2022-03-29,10.220000267028809
2022-03-30,10.119999885559082
2022-03-31,10.119999885559082
2022-04-01,10.039999961853027
2022-04-04,10.140000343322754
2022-04-05,10.109999656677246
2022-04-06,10.229999542236328
2022-04-07,10.220000267028809
2022-04-08,10.449999809265137
2022-04-11,10.59000015258789
2022-04-12,10.5600004196167
2022-04-13,10.59000015258789
2022-04-14,10.699999809265137
2022-04-15,10.729999542236328
2022-04-18,11.079999923706055
2022-04-19,10.869999885559082
2022-04-20,10.800000190734863
2022-04-21,10.859999656677246
2022-04-22,10.260000228881836
2022-04-25,10.210000038146973
2022-04-26,9.760000228881836
2022-04-27,9.819999694824219
2022-04-28,10.109999656677246
2022-04-29,10.390000343322754
2022-05-05,10.65999984741211
2022-05-06,10.949999809265137
2022-05-09,10.720000267028809
2022-05-10,10.779999732971191
2022-05-11,10.300000190734863
2022-05-12,10.0
2022-05-13,10.15999984741211
2022-05-16,10.279999732971191
2022-05-17,10.020000457763672
2022-05-18,10.050000190734863
2022-05-20,9.979999542236328
2022-05-23,9.9399995803833
2022-05-24,9.930000305175781
2022-05-25,9.979999542236328
2022-05-26,10.010000228881836
2022-05-27,9.949999809265137
2022-05-30,10.149999618530273
2022-05-31,10.0600004196167
2022-06-01,10.199999809265137
2022-06-02,10.3100004196167
2022-06-03,10.670000076293945
2022-06-06,10.670000076293945
2022-06-07,11.729999542236328
2022-06-08,11.880000114440918
2022-06-09,12.829999923706055
2022-06-10,12.5
2022-06-13,13.510000228881836
2022-06-14,12.779999732971191
2022-06-15,13.0
2022-06-16,13.449999809265137
2022-06-17,13.15999984741211
2022-06-20,13.199999809265137
2022-06-21,13.210000038146973
2022-06-22,13.210000038146973
2022-06-23,14.529999732971191
2022-06-24,14.529999732971191
2022-06-27,14.449999809265137
2022-06-28,16.670000076293945
2022-06-29,15.90999984741211
2022-06-30,14.5
2022-07-01,13.989999771118164
2022-07-04,15.380000114440918
2022-07-05,14.3100004196167
2022-07-06,14.739999771118164
2022-07-07,15.140000343322754
2022-07-08,14.680000305175781
2022-07-13,14.170000076293945
2022-07-14,14.149999618530273
2022-07-18,14.3100004196167
2022-07-19,14.59000015258789
2022-07-20,14.300000190734863
2022-07-21,14.239999771118164
2022-07-22,14.25
2022-07-25,14.0
2022-07-26,13.680000305175781
2022-07-27,13.779999732971191
2022-07-28,13.920000076293945
2022-07-29,14.75
