Date,CEMTS.IS
2020-01-02,8.520000457763672
2020-01-03,8.220000267028809
2020-01-06,7.809999942779541
2020-01-07,7.880000114440918
2020-01-08,7.710000038146973
2020-01-09,7.989999771118164
2020-01-10,7.949999809265137
2020-01-13,8.149999618530273
2020-01-14,8.25
2020-01-15,8.5600004196167
2020-01-16,8.300000190734863
2020-01-17,8.15999984741211
2020-01-20,8.199999809265137
2020-01-21,8.3100004196167
2020-01-22,8.220000267028809
2020-01-23,8.149999618530273
2020-01-24,8.1899995803833
2020-01-27,8.210000038146973
2020-01-28,8.300000190734863
2020-01-29,8.34000015258789
2020-01-30,8.239999771118164
2020-01-31,8.199999809265137
2020-02-03,8.25
2020-02-04,8.569999694824219
2020-02-05,9.170000076293945
2020-02-06,9.199999809265137
2020-02-07,9.489999771118164
2020-02-10,9.260000228881836
2020-02-11,8.649999618530273
2020-02-12,8.350000381469727
2020-02-13,8.270000457763672
2020-02-14,8.149999618530273
2020-02-17,7.989999771118164
2020-02-18,7.710000038146973
2020-02-19,7.610000133514404
2020-02-20,7.099999904632568
2020-02-21,7.289999961853027
2020-02-24,7.210000038146973
2020-02-25,7.150000095367432
2020-02-26,7.090000152587891
2020-02-27,6.760000228881836
2020-02-28,6.409999847412109
2020-03-02,6.610000133514404
2020-03-03,6.730000019073486
2020-03-04,6.460000038146973
2020-03-05,6.400000095367432
2020-03-06,6.179999828338623
2020-03-09,5.710000038146973
2020-03-10,5.46999979019165
2020-03-11,5.46999979019165
2020-03-12,4.960000038146973
2020-03-13,5.21999979019165
2020-03-16,4.78000020980835
2020-03-17,4.619999885559082
2020-03-18,4.800000190734863
2020-03-19,4.679999828338623
2020-03-20,4.730000019073486
2020-03-23,4.489999771118164
2020-03-24,4.840000152587891
2020-03-25,4.96999979019165
2020-03-26,5.21999979019165
2020-03-27,5.070000171661377
2020-03-30,5.070000171661377
2020-03-31,5.570000171661377
2020-04-01,6.119999885559082
2020-04-02,6.099999904632568
2020-04-03,6.320000171661377
2020-04-06,6.409999847412109
2020-04-07,6.170000076293945
2020-04-08,6.090000152587891
2020-04-09,6.320000171661377
2020-04-10,6.360000133514404
2020-04-13,6.380000114440918
2020-04-14,6.429999828338623
2020-04-15,6.150000095367432
2020-04-16,6.460000038146973
2020-04-17,6.75
2020-04-20,6.820000171661377
2020-04-21,6.75
2020-04-22,6.769999980926514
2020-04-24,7.190000057220459
2020-04-27,7.550000190734863
2020-04-28,7.510000228881836
2020-04-29,7.369999885559082
2020-04-30,7.099999904632568
2020-05-04,6.760000228881836
2020-05-05,6.849999904632568
2020-05-06,7.070000171661377
2020-05-07,7.050000190734863
2020-05-08,6.860000133514404
2020-05-11,7.300000190734863
2020-05-12,7.420000076293945
2020-05-13,7.369999885559082
2020-05-14,7.099999904632568
2020-05-15,7.429999828338623
2020-05-18,7.639999866485596
2020-05-20,7.579999923706055
2020-05-21,7.489999771118164
2020-05-22,7.480000019073486
2020-05-27,7.610000133514404
2020-05-28,7.610000133514404
2020-05-29,7.53000020980835
2020-06-01,7.550000190734863
2020-06-02,7.869999885559082
2020-06-03,7.96999979019165
2020-06-04,7.840000152587891
2020-06-05,7.789999961853027
2020-06-08,8.149999618530273
2020-06-09,8.289999961853027
2020-06-10,8.470000267028809
2020-06-11,8.25
2020-06-12,8.239999771118164
2020-06-15,8.15999984741211
2020-06-16,8.229999542236328
2020-06-17,8.350000381469727
2020-06-18,8.460000038146973
2020-06-19,8.260000228881836
2020-06-22,8.210000038146973
2020-06-23,8.210000038146973
2020-06-24,8.09000015258789
2020-06-25,8.1899995803833
2020-06-26,8.149999618530273
2020-06-29,8.170000076293945
2020-06-30,8.270000457763672
2020-07-01,8.4399995803833
2020-07-02,8.649999618530273
2020-07-03,8.739999771118164
2020-07-06,9.140000343322754
2020-07-07,9.020000457763672
2020-07-08,8.970000267028809
2020-07-09,8.5600004196167
2020-07-10,8.25
2020-07-13,8.649999618530273
2020-07-14,8.65999984741211
2020-07-16,8.979999542236328
2020-07-17,9.020000457763672
2020-07-20,9.920000076293945
2020-07-21,9.930000305175781
2020-07-22,11.0
2020-07-23,11.390000343322754
2020-07-24,11.350000381469727
2020-07-27,11.699999809265137
2020-07-28,11.369999885559082
2020-07-29,11.569999694824219
2020-07-30,12.050000190734863
2020-08-04,10.979999542236328
2020-08-05,10.729999542236328
2020-08-06,9.699999809265137
2020-08-07,10.460000038146973
2020-08-10,10.40999984741211
2020-08-11,10.34000015258789
2020-08-12,10.140000343322754
2020-08-13,9.880000114440918
2020-08-14,9.479999542236328
2020-08-17,9.789999961853027
2020-08-18,9.869999885559082
2020-08-19,9.970000267028809
2020-08-20,10.069999694824219
2020-08-21,10.170000076293945
2020-08-24,10.5
2020-08-25,10.539999961853027
2020-08-26,10.920000076293945
2020-08-27,11.390000343322754
2020-08-28,10.949999809265137
2020-08-31,11.039999961853027
2020-09-01,11.800000190734863
2020-09-02,11.59000015258789
2020-09-03,11.300000190734863
2020-09-04,11.199999809265137
2020-09-07,11.399999618530273
2020-09-08,11.300000190734863
2020-09-09,11.619999885559082
2020-09-10,11.510000228881836
2020-09-11,11.420000076293945
2020-09-14,11.619999885559082
2020-09-15,11.600000381469727
2020-09-16,11.979999542236328
2020-09-17,12.140000343322754
2020-09-18,12.15999984741211
2020-09-21,12.34000015258789
2020-09-22,12.5600004196167
2020-09-23,13.899999618530273
2020-09-24,13.630000114440918
2020-09-25,14.960000038146973
2020-09-28,15.210000038146973
2020-09-29,15.649999618530273
2020-09-30,14.899999618530273
2020-10-01,15.149999618530273
2020-10-02,14.819999694824219
2020-10-05,14.619999885559082
2020-10-06,14.399999618530273
2020-10-07,14.140000343322754
2020-10-08,14.34000015258789
2020-10-09,14.270000457763672
2020-10-12,14.319999694824219
2020-10-13,14.100000381469727
2020-10-14,14.3100004196167
2020-10-15,14.130000114440918
2020-10-16,14.25
2020-10-19,14.869999885559082
2020-10-20,14.680000305175781
2020-10-21,14.520000457763672
2020-10-22,14.25
2020-10-23,14.720000267028809
2020-10-26,13.359999656677246
2020-10-27,14.640000343322754
2020-10-28,13.949999809265137
2020-10-30,13.399999618530273
2020-11-02,13.40999984741211
2020-11-03,13.34000015258789
2020-11-04,13.789999961853027
2020-11-05,14.329999923706055
2020-11-06,14.59000015258789
2020-11-09,14.960000038146973
2020-11-10,15.420000076293945
2020-11-11,14.890000343322754
2020-11-12,14.279999732971191
2020-11-13,14.65999984741211
2020-11-16,14.640000343322754
2020-11-17,14.130000114440918
2020-11-18,14.390000343322754
2020-11-19,14.449999809265137
2020-11-20,14.880000114440918
2020-11-23,14.699999809265137
2020-11-24,15.119999885559082
2020-11-25,14.779999732971191
2020-11-26,15.8100004196167
2020-11-27,15.539999961853027
2020-11-30,14.699999809265137
2020-12-01,15.0
2020-12-02,14.8100004196167
2020-12-03,14.779999732971191
2020-12-04,14.680000305175781
2020-12-07,14.670000076293945
2020-12-08,14.670000076293945
2020-12-09,14.710000038146973
2020-12-10,14.729999542236328
2020-12-11,15.199999809265137
2020-12-14,15.510000228881836
2020-12-15,15.109999656677246
2020-12-16,14.869999885559082
2020-12-17,14.850000381469727
2020-12-18,14.890000343322754
2020-12-21,14.539999961853027
2020-12-22,15.039999961853027
2020-12-23,14.970000267028809
2020-12-24,15.859999656677246
2020-12-25,15.859999656677246
2020-12-28,16.600000381469727
2020-12-29,16.200000762939453
2020-12-30,15.779999732971191
2020-12-31,15.9399995803833
2021-01-04,16.239999771118164
2021-01-05,15.649999618530273
2021-01-06,15.539999961853027
2021-01-07,15.609999656677246
2021-01-08,15.850000381469727
2021-01-11,16.100000381469727
2021-01-12,16.34000015258789
2021-01-13,16.030000686645508
2021-01-14,16.100000381469727
2021-01-15,16.0
2021-01-18,17.1200008392334
2021-01-19,16.809999465942383
2021-01-20,17.209999084472656
2021-01-21,16.860000610351562
2021-01-22,17.200000762939453
2021-01-25,17.770000457763672
2021-01-26,17.809999465942383
2021-01-27,16.170000076293945
2021-01-28,16.600000381469727
2021-01-29,16.5
2021-02-01,17.139999389648438
2021-02-02,17.049999237060547
2021-02-03,17.219999313354492
2021-02-04,16.920000076293945
2021-02-05,17.350000381469727
2021-02-08,17.389999389648438
2021-02-09,17.600000381469727
2021-02-10,17.299999237060547
2021-02-11,17.729999542236328
2021-02-12,17.209999084472656
2021-02-15,17.079999923706055
2021-02-16,17.700000762939453
2021-02-17,17.170000076293945
2021-02-18,17.030000686645508
2021-02-19,17.049999237060547
2021-02-22,16.889999389648438
2021-02-23,16.260000228881836
2021-02-24,15.40999984741211
2021-02-25,15.199999809265137
2021-02-26,15.119999885559082
2021-03-01,15.84000015258789
2021-03-02,15.5
2021-03-03,16.040000915527344
2021-03-04,15.8100004196167
2021-03-05,15.819999694824219
2021-03-08,15.869999885559082
2021-03-09,16.06999969482422
2021-03-10,16.690000534057617
2021-03-11,16.229999542236328
2021-03-12,16.600000381469727
2021-03-15,16.549999237060547
2021-03-16,17.100000381469727
2021-03-17,16.610000610351562
2021-03-18,16.1200008392334
2021-03-19,15.770000457763672
2021-03-22,14.199999809265137
2021-03-23,14.199999809265137
2021-03-24,15.109999656677246
2021-03-25,14.930000305175781
2021-03-26,15.430000305175781
2021-03-29,15.239999771118164
2021-03-30,15.760000228881836
2021-03-31,15.430000305175781
2021-04-01,15.670000076293945
2021-04-02,16.049999237060547
2021-04-05,16.329999923706055
2021-04-06,16.030000686645508
2021-04-07,16.25
2021-04-08,16.350000381469727
2021-04-09,16.3799991607666
2021-04-12,16.739999771118164
2021-04-13,16.18000030517578
2021-04-14,16.84000015258789
2021-04-15,16.860000610351562
2021-04-16,17.100000381469727
2021-04-19,15.90999984741211
2021-04-20,15.84000015258789
2021-04-21,15.199999809265137
2021-04-22,14.930000305175781
2021-04-26,15.5600004196167
2021-04-27,15.180000305175781
2021-04-28,14.520000457763672
2021-04-29,14.449999809265137
2021-04-30,14.670000076293945
2021-05-03,15.039999961853027
2021-05-04,14.770000457763672
2021-05-05,14.729999542236328
2021-05-06,14.59000015258789
2021-05-07,14.619999885559082
2021-05-10,14.760000228881836
2021-05-11,14.699999809265137
2021-05-12,14.989999771118164
2021-05-17,15.390000343322754
2021-05-18,15.390000343322754
2021-05-20,15.100000381469727
2021-05-21,15.579999923706055
2021-05-24,15.199999809265137
2021-05-25,14.449999809265137
2021-05-26,14.520000457763672
2021-05-27,14.279999732971191
2021-05-28,14.039999961853027
2021-05-31,14.020000457763672
2021-06-01,14.300000190734863
2021-06-02,14.170000076293945
2021-06-03,14.100000381469727
2021-06-04,14.0600004196167
2021-06-07,14.100000381469727
2021-06-08,14.15999984741211
2021-06-09,14.079999923706055
2021-06-10,14.0
2021-06-11,14.079999923706055
2021-06-14,13.699999809265137
2021-06-15,13.520000457763672
2021-06-16,13.390000343322754
2021-06-17,13.039999961853027
2021-06-18,12.789999961853027
2021-06-21,12.739999771118164
2021-06-22,12.970000267028809
2021-06-23,13.130000114440918
2021-06-24,13.550000190734863
2021-06-25,13.289999961853027
2021-06-28,13.010000228881836
2021-06-29,12.819999694824219
2021-06-30,12.779999732971191
2021-07-01,13.09000015258789
2021-07-02,13.020000457763672
2021-07-05,13.329999923706055
2021-07-06,13.180000305175781
2021-07-07,13.380000114440918
2021-07-08,13.100000381469727
2021-07-09,13.039999961853027
2021-07-12,12.789999961853027
2021-07-13,12.699999809265137
2021-07-14,12.890000343322754
2021-07-16,12.899999618530273
2021-07-19,12.739999771118164
2021-07-26,12.899999618530273
2021-07-27,13.210000038146973
2021-07-28,13.130000114440918
2021-07-29,13.34000015258789
2021-07-30,13.600000381469727
2021-08-02,13.869999885559082
2021-08-03,13.710000038146973
2021-08-04,14.020000457763672
2021-08-05,13.920000076293945
2021-08-06,13.899999618530273
2021-08-09,13.84000015258789
2021-08-10,13.609999656677246
2021-08-11,13.279999732971191
2021-08-12,13.539999961853027
2021-08-13,13.6899995803833
2021-08-16,13.649999618530273
2021-08-17,13.609999656677246
2021-08-18,13.640000343322754
2021-08-19,13.550000190734863
2021-08-20,13.470000267028809
2021-08-23,13.5
2021-08-24,13.539999961853027
2021-08-25,13.430000305175781
2021-08-26,13.479999542236328
2021-08-27,13.399999618530273
2021-08-31,13.5600004196167
2021-09-01,13.600000381469727
2021-09-02,13.600000381469727
2021-09-03,13.579999923706055
2021-09-06,13.739999771118164
2021-09-07,13.569999694824219
2021-09-08,13.199999809265137
2021-09-09,13.229999542236328
2021-09-10,13.069999694824219
2021-09-13,13.460000038146973
2021-09-14,13.270000457763672
2021-09-15,13.1899995803833
2021-09-16,13.140000343322754
2021-09-17,13.170000076293945
2021-09-20,12.949999809265137
2021-09-21,12.640000343322754
2021-09-22,12.779999732971191
2021-09-23,12.710000038146973
2021-09-24,12.779999732971191
2021-09-27,12.760000228881836
2021-09-28,12.75
2021-09-29,12.619999885559082
2021-09-30,12.600000381469727
2021-10-01,12.600000381469727
2021-10-04,12.630000114440918
2021-10-05,12.350000381469727
2021-10-06,12.029999732971191
2021-10-07,12.279999732971191
2021-10-08,12.329999923706055
2021-10-11,12.829999923706055
2021-10-12,13.819999694824219
2021-10-13,13.350000381469727
2021-10-14,13.760000228881836
2021-10-15,13.5600004196167
2021-10-18,13.850000381469727
2021-10-19,13.90999984741211
2021-10-20,13.960000038146973
2021-10-21,13.680000305175781
2021-10-22,14.0
2021-10-25,14.010000228881836
2021-10-26,14.149999618530273
2021-10-27,14.779999732971191
2021-10-28,14.8100004196167
2021-11-01,15.0600004196167
2021-11-02,14.609999656677246
2021-11-03,14.800000190734863
2021-11-04,14.710000038146973
2021-11-05,14.710000038146973
2021-11-08,14.680000305175781
2021-11-09,14.489999771118164
2021-11-10,14.680000305175781
2021-11-11,14.510000228881836
2021-11-12,15.100000381469727
2021-11-15,15.260000228881836
2021-11-16,15.380000114440918
2021-11-17,15.319999694824219
2021-11-18,15.359999656677246
2021-11-19,16.030000686645508
2021-11-22,16.469999313354492
2021-11-23,16.540000915527344
2021-11-24,16.690000534057617
2021-11-25,16.700000762939453
2021-11-26,16.25
2021-11-29,16.549999237060547
2021-11-30,16.719999313354492
2021-12-01,16.81999969482422
2021-12-02,17.200000762939453
2021-12-03,17.219999313354492
2021-12-06,17.6200008392334
2021-12-07,17.65999984741211
2021-12-08,17.81999969482422
2021-12-09,17.670000076293945
2021-12-10,17.6200008392334
2021-12-13,17.799999237060547
2021-12-14,18.610000610351562
2021-12-15,18.700000762939453
2021-12-16,19.899999618530273
2021-12-17,18.299999237060547
2021-12-20,18.780000686645508
2021-12-21,16.90999984741211
2021-12-22,15.789999961853027
2021-12-23,15.920000076293945
2021-12-24,16.799999237060547
2021-12-27,16.520000457763672
2021-12-28,16.100000381469727
2021-12-29,16.899999618530273
2021-12-30,17.6200008392334
2021-12-31,18.690000534057617
2022-01-03,18.770000457763672
2022-01-04,18.600000381469727
2022-01-05,18.68000030517578
2022-01-06,18.520000457763672
2022-01-07,18.170000076293945
2022-01-10,18.06999969482422
2022-01-11,17.739999771118164
2022-01-12,18.020000457763672
2022-01-13,17.690000534057617
2022-01-14,17.770000457763672
2022-01-17,18.25
2022-01-18,17.579999923706055
2022-01-19,18.059999465942383
2022-01-20,18.049999237060547
2022-01-21,17.959999084472656
2022-01-24,17.030000686645508
2022-01-25,17.030000686645508
2022-01-26,17.15999984741211
2022-01-27,17.3799991607666
2022-01-28,17.43000030517578
2022-01-31,17.239999771118164
2022-02-01,17.3700008392334
2022-02-02,17.190000534057617
2022-02-03,17.149999618530273
2022-02-04,17.5
2022-02-07,17.600000381469727
2022-02-08,17.329999923706055
2022-02-09,17.489999771118164
2022-02-10,17.450000762939453
2022-02-11,18.290000915527344
2022-02-14,18.3799991607666
2022-02-15,18.31999969482422
2022-02-16,19.469999313354492
2022-02-17,19.100000381469727
2022-02-18,19.739999771118164
2022-02-21,20.100000381469727
2022-02-22,19.639999389648438
2022-02-23,19.25
2022-02-24,17.389999389648438
2022-02-25,18.719999313354492
2022-02-28,18.40999984741211
2022-03-01,18.600000381469727
2022-03-02,19.579999923706055
2022-03-03,19.600000381469727
2022-03-04,19.3700008392334
2022-03-07,18.780000686645508
2022-03-08,18.860000610351562
2022-03-09,18.6200008392334
2022-03-10,18.06999969482422
2022-03-11,18.329999923706055
2022-03-14,18.690000534057617
2022-03-15,18.440000534057617
2022-03-16,18.1299991607666
2022-03-17,18.329999923706055
2022-03-18,18.93000030517578
2022-03-21,19.1299991607666
2022-03-22,19.3799991607666
2022-03-23,19.219999313354492
2022-03-24,19.229999542236328
2022-03-25,21.139999389648438
2022-03-28,21.0
2022-03-29,21.81999969482422
2022-03-30,21.719999313354492
2022-03-31,21.239999771118164
2022-04-01,21.459999084472656
2022-04-04,21.739999771118164
2022-04-05,21.799999237060547
2022-04-06,22.639999389648438
2022-04-07,22.34000015258789
2022-04-08,22.6200008392334
2022-04-11,22.65999984741211
2022-04-12,22.700000762939453
2022-04-13,22.440000534057617
2022-04-14,23.0
2022-04-15,23.15999984741211
2022-04-18,24.059999465942383
2022-04-19,23.940000534057617
2022-04-20,24.040000915527344
2022-04-21,23.799999237060547
2022-04-22,22.579999923706055
2022-04-25,22.200000762939453
2022-04-26,21.799999237060547
2022-04-27,22.3799991607666
2022-04-28,23.600000381469727
2022-04-29,25.959999084472656
2022-05-05,28.540000915527344
2022-05-06,28.84000015258789
2022-05-09,29.31999969482422
2022-05-10,29.360000610351562
2022-05-11,28.15999984741211
2022-05-12,27.399999618530273
2022-05-13,29.139999389648438
2022-05-16,28.760000228881836
2022-05-17,28.280000686645508
2022-05-18,27.81999969482422
2022-05-20,27.200000762939453
2022-05-23,26.100000381469727
2022-05-24,26.799999237060547
2022-05-25,27.079999923706055
2022-05-26,27.799999237060547
2022-05-27,27.31999969482422
2022-05-30,27.579999923706055
2022-05-31,26.979999542236328
2022-06-01,27.139999389648438
2022-06-02,28.0
2022-06-03,28.0
2022-06-06,29.299999237060547
2022-06-07,31.280000686645508
2022-06-08,29.799999237060547
2022-06-09,30.139999389648438
2022-06-10,29.760000228881836
2022-06-13,27.84000015258789
2022-06-14,27.420000076293945
2022-06-15,27.6200008392334
2022-06-16,26.65999984741211
2022-06-17,26.760000228881836
2022-06-20,26.219999313354492
2022-06-21,26.959999084472656
2022-06-22,26.299999237060547
2022-06-23,25.899999618530273
2022-06-24,26.079999923706055
2022-06-27,25.299999237060547
2022-06-28,26.760000228881836
2022-06-29,25.399999618530273
2022-06-30,24.920000076293945
2022-07-01,25.360000610351562
2022-07-04,24.139999389648438
2022-07-05,23.799999237060547
2022-07-06,24.100000381469727
2022-07-07,24.540000915527344
2022-07-08,24.440000534057617
2022-07-13,24.0
2022-07-14,25.399999618530273
2022-07-18,26.479999542236328
2022-07-19,27.959999084472656
2022-07-20,29.100000381469727
2022-07-21,28.559999465942383
2022-07-22,30.200000762939453
2022-07-25,29.899999618530273
2022-07-26,30.479999542236328
2022-07-27,29.719999313354492
2022-07-28,29.6200008392334
2022-07-29,28.860000610351562
