Date,CIMSA.IS
2020-01-02,9.3100004196167
2020-01-03,9.09000015258789
2020-01-06,8.899999618530273
2020-01-07,8.960000038146973
2020-01-08,8.770000457763672
2020-01-09,9.15999984741211
2020-01-10,9.199999809265137
2020-01-13,9.430000305175781
2020-01-14,9.4399995803833
2020-01-15,9.479999542236328
2020-01-16,9.529999732971191
2020-01-17,9.5
2020-01-20,9.649999618530273
2020-01-21,9.649999618530273
2020-01-22,9.399999618530273
2020-01-23,9.449999809265137
2020-01-24,9.4399995803833
2020-01-27,9.859999656677246
2020-01-28,10.270000457763672
2020-01-29,10.270000457763672
2020-01-30,9.760000228881836
2020-01-31,9.850000381469727
2020-02-03,9.819999694824219
2020-02-04,10.09000015258789
2020-02-05,10.010000228881836
2020-02-06,9.989999771118164
2020-02-07,9.960000038146973
2020-02-10,9.569999694824219
2020-02-11,9.649999618530273
2020-02-12,9.649999618530273
2020-02-13,9.699999809265137
2020-02-14,9.619999885559082
2020-02-17,9.829999923706055
2020-02-18,9.720000267028809
2020-02-19,9.710000038146973
2020-02-20,9.180000305175781
2020-02-21,9.489999771118164
2020-02-24,9.390000343322754
2020-02-25,9.279999732971191
2020-02-26,9.279999732971191
2020-02-27,9.020000457763672
2020-02-28,9.0600004196167
2020-03-02,9.220000267028809
2020-03-03,9.420000076293945
2020-03-04,9.369999885559082
2020-03-05,9.25
2020-03-06,8.960000038146973
2020-03-09,8.199999809265137
2020-03-10,8.020000457763672
2020-03-11,8.020000457763672
2020-03-12,7.0
2020-03-13,6.78000020980835
2020-03-16,6.099999904632568
2020-03-17,5.909999847412109
2020-03-18,5.829999923706055
2020-03-19,5.809999942779541
2020-03-20,6.039999961853027
2020-03-23,5.96999979019165
2020-03-24,6.269999980926514
2020-03-25,6.159999847412109
2020-03-26,6.519999980926514
2020-03-27,6.159999847412109
2020-03-30,6.170000076293945
2020-03-31,6.320000171661377
2020-04-01,6.269999980926514
2020-04-02,6.239999771118164
2020-04-03,6.369999885559082
2020-04-06,6.809999942779541
2020-04-07,6.710000038146973
2020-04-08,6.699999809265137
2020-04-09,6.909999847412109
2020-04-10,6.929999828338623
2020-04-13,6.929999828338623
2020-04-14,7.110000133514404
2020-04-15,6.920000076293945
2020-04-16,6.960000038146973
2020-04-17,7.050000190734863
2020-04-20,7.269999980926514
2020-04-21,7.179999828338623
2020-04-22,7.21999979019165
2020-04-24,7.239999771118164
2020-04-27,7.389999866485596
2020-04-28,7.550000190734863
2020-04-29,7.679999828338623
2020-04-30,7.75
2020-05-04,7.920000076293945
2020-05-05,7.630000114440918
2020-05-06,7.46999979019165
2020-05-07,7.570000171661377
2020-05-08,7.550000190734863
2020-05-11,7.5
2020-05-12,7.579999923706055
2020-05-13,7.570000171661377
2020-05-14,7.489999771118164
2020-05-15,7.510000228881836
2020-05-18,7.789999961853027
2020-05-20,7.829999923706055
2020-05-21,7.739999771118164
2020-05-22,7.730000019073486
2020-05-27,8.0
2020-05-28,7.960000038146973
2020-05-29,7.96999979019165
2020-06-01,8.550000190734863
2020-06-02,9.289999961853027
2020-06-03,8.920000076293945
2020-06-04,9.079999923706055
2020-06-05,8.880000114440918
2020-06-08,8.9399995803833
2020-06-09,8.819999694824219
2020-06-10,9.229999542236328
2020-06-11,9.270000457763672
2020-06-12,9.239999771118164
2020-06-15,9.100000381469727
2020-06-16,9.359999656677246
2020-06-17,9.3100004196167
2020-06-18,9.420000076293945
2020-06-19,9.470000267028809
2020-06-22,9.489999771118164
2020-06-23,9.579999923706055
2020-06-24,9.770000457763672
2020-06-25,9.630000114440918
2020-06-26,9.739999771118164
2020-06-29,9.75
2020-06-30,9.930000305175781
2020-07-01,10.329999923706055
2020-07-02,10.350000381469727
2020-07-03,10.260000228881836
2020-07-06,10.640000343322754
2020-07-07,11.369999885559082
2020-07-08,11.149999618530273
2020-07-09,10.670000076293945
2020-07-10,10.449999809265137
2020-07-13,11.010000228881836
2020-07-14,10.880000114440918
2020-07-16,10.899999618530273
2020-07-17,10.970000267028809
2020-07-20,11.130000114440918
2020-07-21,11.329999923706055
2020-07-22,11.109999656677246
2020-07-23,11.3100004196167
2020-07-24,11.270000457763672
2020-07-27,11.59000015258789
2020-07-28,11.5
2020-07-29,11.680000305175781
2020-07-30,11.619999885559082
2020-08-04,10.569999694824219
2020-08-05,10.399999618530273
2020-08-06,9.420000076293945
2020-08-07,9.920000076293945
2020-08-10,10.170000076293945
2020-08-11,11.1899995803833
2020-08-12,11.720000267028809
2020-08-13,12.489999771118164
2020-08-14,11.84000015258789
2020-08-17,11.460000038146973
2020-08-18,11.869999885559082
2020-08-19,11.800000190734863
2020-08-20,12.140000343322754
2020-08-21,11.989999771118164
2020-08-24,11.970000267028809
2020-08-25,11.770000457763672
2020-08-26,11.65999984741211
2020-08-27,11.770000457763672
2020-08-28,11.729999542236328
2020-08-31,11.40999984741211
2020-09-01,11.260000228881836
2020-09-02,11.34000015258789
2020-09-03,11.229999542236328
2020-09-04,11.260000228881836
2020-09-07,11.380000114440918
2020-09-08,11.399999618530273
2020-09-09,11.649999618530273
2020-09-10,11.529999732971191
2020-09-11,11.569999694824219
2020-09-14,11.670000076293945
2020-09-15,11.760000228881836
2020-09-16,12.180000305175781
2020-09-17,12.5
2020-09-18,12.630000114440918
2020-09-21,12.079999923706055
2020-09-22,12.479999542236328
2020-09-23,12.430000305175781
2020-09-24,12.460000038146973
2020-09-25,12.430000305175781
2020-09-28,13.09000015258789
2020-09-29,13.279999732971191
2020-09-30,14.720000267028809
2020-10-01,13.569999694824219
2020-10-02,13.4399995803833
2020-10-05,13.59000015258789
2020-10-06,13.479999542236328
2020-10-07,13.390000343322754
2020-10-08,13.460000038146973
2020-10-09,13.479999542236328
2020-10-12,13.5
2020-10-13,14.289999961853027
2020-10-14,14.109999656677246
2020-10-15,13.800000190734863
2020-10-16,13.789999961853027
2020-10-19,13.970000267028809
2020-10-20,14.140000343322754
2020-10-21,13.989999771118164
2020-10-22,13.789999961853027
2020-10-23,13.59000015258789
2020-10-26,12.640000343322754
2020-10-27,13.15999984741211
2020-10-28,12.6899995803833
2020-10-30,12.479999542236328
2020-11-02,12.630000114440918
2020-11-03,12.670000076293945
2020-11-04,13.470000267028809
2020-11-05,13.529999732971191
2020-11-06,13.600000381469727
2020-11-09,14.130000114440918
2020-11-10,14.670000076293945
2020-11-11,15.619999885559082
2020-11-12,14.859999656677246
2020-11-13,14.899999618530273
2020-11-16,15.029999732971191
2020-11-17,15.100000381469727
2020-11-18,15.119999885559082
2020-11-19,15.260000228881836
2020-11-20,15.350000381469727
2020-11-23,15.65999984741211
2020-11-24,15.640000343322754
2020-11-25,15.3100004196167
2020-11-26,15.199999809265137
2020-11-27,15.8100004196167
2020-11-30,14.960000038146973
2020-12-01,15.710000038146973
2020-12-02,15.670000076293945
2020-12-03,16.100000381469727
2020-12-04,15.789999961853027
2020-12-07,15.699999809265137
2020-12-08,15.760000228881836
2020-12-09,15.850000381469727
2020-12-10,15.760000228881836
2020-12-11,16.549999237060547
2020-12-14,16.729999542236328
2020-12-15,16.709999084472656
2020-12-16,16.450000762939453
2020-12-17,16.93000030517578
2020-12-18,18.350000381469727
2020-12-21,17.760000228881836
2020-12-22,17.959999084472656
2020-12-23,18.0
2020-12-24,18.09000015258789
2020-12-25,18.079999923706055
2020-12-28,17.8799991607666
2020-12-29,17.969999313354492
2020-12-30,17.93000030517578
2020-12-31,17.81999969482422
2021-01-04,18.540000915527344
2021-01-05,18.68000030517578
2021-01-06,18.579999923706055
2021-01-07,18.68000030517578
2021-01-08,18.8799991607666
2021-01-11,19.260000228881836
2021-01-12,19.1200008392334
2021-01-13,19.110000610351562
2021-01-14,19.360000610351562
2021-01-15,18.950000762939453
2021-01-18,19.190000534057617
2021-01-19,19.34000015258789
2021-01-20,19.979999542236328
2021-01-21,21.860000610351562
2021-01-22,22.479999542236328
2021-01-25,24.739999771118164
2021-01-26,23.299999237060547
2021-01-27,21.920000076293945
2021-01-28,22.520000457763672
2021-01-29,22.139999389648438
2021-02-01,24.34000015258789
2021-02-02,24.420000076293945
2021-02-03,24.739999771118164
2021-02-04,24.420000076293945
2021-02-05,24.0
2021-02-08,25.239999771118164
2021-02-09,24.420000076293945
2021-02-10,24.020000457763672
2021-02-11,23.600000381469727
2021-02-12,23.700000762939453
2021-02-15,23.739999771118164
2021-02-16,23.219999313354492
2021-02-17,23.700000762939453
2021-02-18,23.700000762939453
2021-02-19,23.520000457763672
2021-02-22,23.280000686645508
2021-02-23,22.739999771118164
2021-02-24,21.520000457763672
2021-02-25,22.600000381469727
2021-02-26,21.600000381469727
2021-03-01,23.219999313354492
2021-03-02,22.459999084472656
2021-03-03,22.31999969482422
2021-03-04,22.020000457763672
2021-03-05,22.100000381469727
2021-03-08,21.700000762939453
2021-03-09,22.020000457763672
2021-03-10,22.399999618530273
2021-03-11,21.940000534057617
2021-03-12,22.100000381469727
2021-03-15,22.020000457763672
2021-03-16,22.760000228881836
2021-03-17,22.219999313354492
2021-03-18,22.540000915527344
2021-03-19,21.899999618530273
2021-03-22,19.709999084472656
2021-03-23,20.200000762939453
2021-03-24,20.920000076293945
2021-03-25,20.520000457763672
2021-03-26,20.84000015258789
2021-03-29,21.360000610351562
2021-03-30,20.639999389648438
2021-03-31,20.299999237060547
2021-04-01,20.540000915527344
2021-04-02,20.899999618530273
2021-04-05,21.540000915527344
2021-04-06,21.579999923706055
2021-04-07,21.299999237060547
2021-04-08,20.959999084472656
2021-04-09,20.34000015258789
2021-04-12,20.040000915527344
2021-04-13,19.940000534057617
2021-04-14,21.0
2021-04-15,20.68000030517578
2021-04-16,20.739999771118164
2021-04-19,20.399999618530273
2021-04-20,19.899999618530273
2021-04-21,19.200000762939453
2021-04-22,19.700000762939453
2021-04-26,20.940000534057617
2021-04-27,21.34000015258789
2021-04-28,21.260000228881836
2021-04-29,21.440000534057617
2021-04-30,22.0
2021-05-03,22.860000610351562
2021-05-04,22.600000381469727
2021-05-05,24.479999542236328
2021-05-06,23.719999313354492
2021-05-07,24.0
2021-05-10,23.860000610351562
2021-05-11,23.540000915527344
2021-05-12,23.719999313354492
2021-05-17,23.84000015258789
2021-05-18,23.299999237060547
2021-05-20,23.700000762939453
2021-05-21,23.520000457763672
2021-05-24,24.139999389648438
2021-05-25,22.579999923706055
2021-05-26,22.81999969482422
2021-05-27,22.979999542236328
2021-05-28,22.579999923706055
2021-05-31,23.5
2021-06-01,23.600000381469727
2021-06-02,24.0
2021-06-03,24.100000381469727
2021-06-04,23.639999389648438
2021-06-07,23.65999984741211
2021-06-08,24.5
2021-06-09,24.8799991607666
2021-06-10,25.459999084472656
2021-06-11,25.68000030517578
2021-06-14,24.979999542236328
2021-06-15,25.299999237060547
2021-06-16,24.280000686645508
2021-06-17,23.780000686645508
2021-06-18,22.899999618530273
2021-06-21,22.520000457763672
2021-06-22,22.579999923706055
2021-06-23,22.079999923706055
2021-06-24,22.479999542236328
2021-06-25,21.860000610351562
2021-06-28,21.260000228881836
2021-06-29,21.360000610351562
2021-06-30,21.100000381469727
2021-07-01,21.200000762939453
2021-07-02,21.5
2021-07-05,22.299999237060547
2021-07-06,22.299999237060547
2021-07-07,22.520000457763672
2021-07-08,21.940000534057617
2021-07-09,22.760000228881836
2021-07-12,23.219999313354492
2021-07-13,22.440000534057617
2021-07-14,22.5
2021-07-16,23.15999984741211
2021-07-19,22.979999542236328
2021-07-26,23.520000457763672
2021-07-27,23.799999237060547
2021-07-28,23.65999984741211
2021-07-29,24.1200008392334
2021-07-30,24.020000457763672
2021-08-02,24.5
2021-08-03,24.520000457763672
2021-08-04,24.360000610351562
2021-08-05,24.5
2021-08-06,25.200000762939453
2021-08-09,25.959999084472656
2021-08-10,25.219999313354492
2021-08-11,24.260000228881836
2021-08-12,24.6200008392334
2021-08-13,25.34000015258789
2021-08-16,25.5
2021-08-17,25.18000030517578
2021-08-18,25.6200008392334
2021-08-19,24.799999237060547
2021-08-20,25.280000686645508
2021-08-23,25.399999618530273
2021-08-24,25.280000686645508
2021-08-25,25.040000915527344
2021-08-26,25.1200008392334
2021-08-27,25.079999923706055
2021-08-31,25.6200008392334
2021-09-01,26.100000381469727
2021-09-02,26.799999237060547
2021-09-03,27.139999389648438
2021-09-06,26.299999237060547
2021-09-07,26.440000534057617
2021-09-08,26.15999984741211
2021-09-09,26.260000228881836
2021-09-10,26.899999618530273
2021-09-13,27.420000076293945
2021-09-14,27.139999389648438
2021-09-15,26.739999771118164
2021-09-16,26.079999923706055
2021-09-17,26.979999542236328
2021-09-20,25.700000762939453
2021-09-21,26.719999313354492
2021-09-22,26.639999389648438
2021-09-23,27.280000686645508
2021-09-24,26.920000076293945
2021-09-27,26.860000610351562
2021-09-28,27.079999923706055
2021-09-29,27.5
2021-09-30,27.540000915527344
2021-10-01,28.059999465942383
2021-10-04,29.15999984741211
2021-10-05,29.600000381469727
2021-10-06,29.81999969482422
2021-10-07,30.520000457763672
2021-10-08,31.34000015258789
2021-10-11,31.6200008392334
2021-10-12,30.700000762939453
2021-10-13,30.200000762939453
2021-10-14,30.139999389648438
2021-10-15,29.799999237060547
2021-10-18,30.420000076293945
2021-10-19,30.420000076293945
2021-10-20,30.15999984741211
2021-10-21,30.200000762939453
2021-10-22,30.440000534057617
2021-10-25,30.639999389648438
2021-10-26,31.260000228881836
2021-10-27,31.639999389648438
2021-10-28,31.139999389648438
2021-11-01,30.700000762939453
2021-11-02,29.059999465942383
2021-11-03,28.15999984741211
2021-11-04,29.15999984741211
2021-11-05,28.860000610351562
2021-11-08,28.600000381469727
2021-11-09,28.34000015258789
2021-11-10,28.65999984741211
2021-11-11,28.760000228881836
2021-11-12,28.799999237060547
2021-11-15,29.260000228881836
2021-11-16,28.959999084472656
2021-11-17,29.059999465942383
2021-11-18,28.920000076293945
2021-11-19,29.959999084472656
2021-11-22,30.920000076293945
2021-11-23,31.34000015258789
2021-11-24,32.52000045776367
2021-11-25,32.439998626708984
2021-11-26,31.459999084472656
2021-11-29,31.780000686645508
2021-11-30,32.7599983215332
2021-12-01,33.79999923706055
2021-12-02,34.86000061035156
2021-12-03,36.540000915527344
2021-12-06,36.2400016784668
2021-12-07,37.68000030517578
2021-12-08,37.58000183105469
2021-12-09,38.2400016784668
2021-12-10,38.720001220703125
2021-12-13,39.5
2021-12-14,38.84000015258789
2021-12-15,38.0
2021-12-16,38.959999084472656
2021-12-17,35.099998474121094
2021-12-20,33.97999954223633
2021-12-21,33.099998474121094
2021-12-22,31.059999465942383
2021-12-23,31.1200008392334
2021-12-24,32.34000015258789
2021-12-27,32.119998931884766
2021-12-28,30.559999465942383
2021-12-29,31.5
2021-12-30,30.780000686645508
2021-12-31,30.799999237060547
2022-01-03,31.200000762939453
2022-01-04,31.280000686645508
2022-01-05,31.3799991607666
2022-01-06,32.0
2022-01-07,33.599998474121094
2022-01-10,33.86000061035156
2022-01-11,33.599998474121094
2022-01-12,35.0
2022-01-13,34.5
2022-01-14,35.47999954223633
2022-01-17,35.84000015258789
2022-01-18,34.099998474121094
2022-01-19,35.540000915527344
2022-01-20,34.7400016784668
2022-01-21,34.279998779296875
2022-01-24,31.760000228881836
2022-01-25,31.65999984741211
2022-01-26,31.280000686645508
2022-01-27,32.060001373291016
2022-01-28,33.2599983215332
2022-01-31,33.79999923706055
2022-02-01,34.380001068115234
2022-02-02,33.5
2022-02-03,33.34000015258789
2022-02-04,32.52000045776367
2022-02-07,32.900001525878906
2022-02-08,32.52000045776367
2022-02-09,32.97999954223633
2022-02-10,33.380001068115234
2022-02-11,33.15999984741211
2022-02-14,32.68000030517578
2022-02-15,32.79999923706055
2022-02-16,33.5
2022-02-17,33.58000183105469
2022-02-18,34.119998931884766
2022-02-21,33.779998779296875
2022-02-22,34.20000076293945
2022-02-23,34.52000045776367
2022-02-24,31.079999923706055
2022-02-25,33.65999984741211
2022-02-28,32.29999923706055
2022-03-01,32.279998779296875
2022-03-02,31.65999984741211
2022-03-03,31.559999465942383
2022-03-04,31.1200008392334
2022-03-07,30.860000610351562
2022-03-08,30.479999542236328
2022-03-09,30.719999313354492
2022-03-10,30.3799991607666
2022-03-11,30.719999313354492
2022-03-14,31.6200008392334
2022-03-15,31.31999969482422
2022-03-16,32.47999954223633
2022-03-17,32.400001525878906
2022-03-18,34.0
2022-03-21,35.0
2022-03-22,35.68000030517578
2022-03-23,35.02000045776367
2022-03-24,36.060001373291016
2022-03-25,35.20000076293945
2022-03-28,35.279998779296875
2022-03-29,35.65999984741211
2022-03-30,36.08000183105469
2022-03-31,34.08000183105469
2022-04-01,34.099998474121094
2022-04-04,33.560001373291016
2022-04-05,33.119998931884766
2022-04-06,32.47999954223633
2022-04-07,32.720001220703125
2022-04-08,33.65999984741211
2022-04-11,34.41999816894531
2022-04-12,35.15999984741211
2022-04-13,35.13999938964844
2022-04-14,35.20000076293945
2022-04-15,36.2599983215332
2022-04-18,37.279998779296875
2022-04-19,36.720001220703125
2022-04-20,36.2599983215332
2022-04-21,35.79999923706055
2022-04-22,34.15999984741211
2022-04-25,33.52000045776367
2022-04-26,33.0
2022-04-27,32.900001525878906
2022-04-28,33.08000183105469
2022-04-29,33.36000061035156
2022-05-05,33.79999923706055
2022-05-06,33.31999969482422
2022-05-09,32.880001068115234
2022-05-10,32.459999084472656
2022-05-11,31.6200008392334
2022-05-12,30.100000381469727
2022-05-13,30.959999084472656
2022-05-16,31.100000381469727
2022-05-17,30.81999969482422
2022-05-18,30.540000915527344
2022-05-20,30.260000228881836
2022-05-23,29.899999618530273
2022-05-24,30.020000457763672
2022-05-25,32.7599983215332
2022-05-26,33.18000030517578
2022-05-27,32.959999084472656
2022-05-30,33.79999923706055
2022-05-31,35.599998474121094
2022-06-01,36.29999923706055
2022-06-02,36.5
2022-06-03,36.29999923706055
2022-06-06,37.65999984741211
2022-06-07,38.02000045776367
2022-06-08,36.02000045776367
2022-06-09,35.560001373291016
2022-06-10,34.939998626708984
2022-06-13,35.779998779296875
2022-06-14,37.0
2022-06-15,37.040000915527344
2022-06-16,35.20000076293945
2022-06-17,34.939998626708984
2022-06-20,34.400001525878906
2022-06-21,34.7599983215332
2022-06-22,34.65999984741211
2022-06-23,34.380001068115234
2022-06-24,34.720001220703125
2022-06-27,34.0
2022-06-28,33.540000915527344
2022-06-29,33.0
2022-06-30,33.84000015258789
2022-07-01,33.79999923706055
2022-07-04,32.65999984741211
2022-07-05,31.899999618530273
2022-07-06,32.34000015258789
2022-07-07,33.02000045776367
2022-07-08,33.41999816894531
2022-07-13,33.79999923706055
2022-07-14,33.58000183105469
2022-07-18,34.34000015258789
2022-07-19,35.439998626708984
2022-07-20,37.70000076293945
2022-07-21,37.36000061035156
2022-07-22,36.79999923706055
2022-07-25,36.79999923706055
2022-07-26,37.2400016784668
2022-07-27,37.20000076293945
2022-07-28,38.959999084472656
2022-07-29,38.84000015258789
