Date,EGSER.IS
2020-01-02,3.7699999809265137
2020-01-03,3.7200000286102295
2020-01-06,3.559999942779541
2020-01-07,3.619999885559082
2020-01-08,3.569999933242798
2020-01-09,3.7200000286102295
2020-01-10,3.7300000190734863
2020-01-13,3.7899999618530273
2020-01-14,3.819999933242798
2020-01-15,3.859999895095825
2020-01-16,3.890000104904175
2020-01-17,3.859999895095825
2020-01-20,3.950000047683716
2020-01-21,4.619999885559082
2020-01-22,4.889999866485596
2020-01-23,4.840000152587891
2020-01-24,4.829999923706055
2020-01-27,5.110000133514404
2020-01-28,5.110000133514404
2020-01-29,5.099999904632568
2020-01-30,4.940000057220459
2020-01-31,4.920000076293945
2020-02-03,4.920000076293945
2020-02-04,5.039999961853027
2020-02-05,5.039999961853027
2020-02-06,5.039999961853027
2020-02-07,4.929999828338623
2020-02-10,4.739999771118164
2020-02-11,4.880000114440918
2020-02-12,4.869999885559082
2020-02-13,4.849999904632568
2020-02-14,4.909999847412109
2020-02-17,5.150000095367432
2020-02-18,5.0
2020-02-19,5.0
2020-02-20,4.980000019073486
2020-02-21,5.0
2020-02-24,4.920000076293945
2020-02-25,4.880000114440918
2020-02-26,4.820000171661377
2020-02-27,4.46999979019165
2020-02-28,4.449999809265137
2020-03-02,4.53000020980835
2020-03-03,4.659999847412109
2020-03-04,4.579999923706055
2020-03-05,4.53000020980835
2020-03-06,4.429999828338623
2020-03-09,4.400000095367432
2020-03-10,4.010000228881836
2020-03-11,4.010000228881836
2020-03-12,3.569999933242798
2020-03-13,3.4100000858306885
2020-03-16,3.130000114440918
2020-03-17,2.819999933242798
2020-03-18,2.7300000190734863
2020-03-19,2.6700000762939453
2020-03-20,2.640000104904175
2020-03-23,2.559999942779541
2020-03-24,2.799999952316284
2020-03-25,2.890000104904175
2020-03-26,3.0399999618530273
2020-03-27,3.069999933242798
2020-03-30,3.059999942779541
2020-03-31,3.190000057220459
2020-04-01,3.200000047683716
2020-04-02,3.200000047683716
2020-04-03,3.1600000858306885
2020-04-06,3.299999952316284
2020-04-07,3.2899999618530273
2020-04-08,3.2799999713897705
2020-04-09,3.3499999046325684
2020-04-10,3.490000009536743
2020-04-13,3.549999952316284
2020-04-14,3.7100000381469727
2020-04-15,3.509999990463257
2020-04-16,3.6500000953674316
2020-04-17,3.7300000190734863
2020-04-20,3.7699999809265137
2020-04-21,3.6700000762939453
2020-04-22,3.630000114440918
2020-04-24,3.7300000190734863
2020-04-27,3.819999933242798
2020-04-28,3.880000114440918
2020-04-29,3.950000047683716
2020-04-30,3.940000057220459
2020-05-04,3.9000000953674316
2020-05-05,3.9800000190734863
2020-05-06,4.03000020980835
2020-05-07,3.990000009536743
2020-05-08,3.9700000286102295
2020-05-11,4.349999904632568
2020-05-12,4.21999979019165
2020-05-13,4.230000019073486
2020-05-14,4.090000152587891
2020-05-15,4.150000095367432
2020-05-18,4.210000038146973
2020-05-20,4.21999979019165
2020-05-21,4.25
2020-05-22,4.210000038146973
2020-05-27,4.650000095367432
2020-05-28,4.599999904632568
2020-05-29,4.659999847412109
2020-06-01,4.690000057220459
2020-06-02,4.710000038146973
2020-06-03,4.730000019073486
2020-06-04,4.809999942779541
2020-06-05,4.829999923706055
2020-06-08,4.760000228881836
2020-06-09,4.730000019073486
2020-06-10,4.840000152587891
2020-06-11,4.889999866485596
2020-06-12,4.920000076293945
2020-06-15,4.900000095367432
2020-06-16,4.989999771118164
2020-06-17,5.019999980926514
2020-06-18,5.050000190734863
2020-06-19,5.039999961853027
2020-06-22,5.150000095367432
2020-06-23,5.239999771118164
2020-06-24,5.119999885559082
2020-06-25,5.050000190734863
2020-06-26,5.0
2020-06-29,5.150000095367432
2020-06-30,5.159999847412109
2020-07-01,5.230000019073486
2020-07-02,5.369999885559082
2020-07-03,5.380000114440918
2020-07-06,5.570000171661377
2020-07-07,5.769999980926514
2020-07-08,5.610000133514404
2020-07-09,5.230000019073486
2020-07-10,5.079999923706055
2020-07-13,5.369999885559082
2020-07-14,5.809999942779541
2020-07-16,5.690000057220459
2020-07-17,5.699999809265137
2020-07-20,5.699999809265137
2020-07-21,5.539999961853027
2020-07-22,5.389999866485596
2020-07-23,5.519999980926514
2020-07-24,5.519999980926514
2020-07-27,5.590000152587891
2020-07-28,5.28000020980835
2020-07-29,5.300000190734863
2020-07-30,5.349999904632568
2020-08-04,5.039999961853027
2020-08-05,5.070000171661377
2020-08-06,4.590000152587891
2020-08-07,4.739999771118164
2020-08-10,4.860000133514404
2020-08-11,5.340000152587891
2020-08-12,5.300000190734863
2020-08-13,5.320000171661377
2020-08-14,5.179999828338623
2020-08-17,5.110000133514404
2020-08-18,5.170000076293945
2020-08-19,5.340000152587891
2020-08-20,5.510000228881836
2020-08-21,5.309999942779541
2020-08-24,5.360000133514404
2020-08-25,5.260000228881836
2020-08-26,5.239999771118164
2020-08-27,5.440000057220459
2020-08-28,5.380000114440918
2020-08-31,5.28000020980835
2020-09-01,5.25
2020-09-02,5.260000228881836
2020-09-03,5.190000057220459
2020-09-04,5.199999809265137
2020-09-07,5.309999942779541
2020-09-08,5.46999979019165
2020-09-09,5.519999980926514
2020-09-10,5.440000057220459
2020-09-11,5.369999885559082
2020-09-14,5.619999885559082
2020-09-15,6.210000038146973
2020-09-16,6.059999942779541
2020-09-17,6.300000190734863
2020-09-18,6.440000057220459
2020-09-21,6.230000019073486
2020-09-22,6.400000095367432
2020-09-23,6.400000095367432
2020-09-24,6.340000152587891
2020-09-25,6.409999847412109
2020-09-28,6.400000095367432
2020-09-29,6.630000114440918
2020-09-30,6.699999809265137
2020-10-01,6.559999942779541
2020-10-02,6.78000020980835
2020-10-05,6.880000114440918
2020-10-06,6.800000190734863
2020-10-07,6.840000152587891
2020-10-08,7.019999980926514
2020-10-09,7.099999904632568
2020-10-12,7.079999923706055
2020-10-13,7.059999942779541
2020-10-14,6.980000019073486
2020-10-15,6.840000152587891
2020-10-16,6.909999847412109
2020-10-19,7.119999885559082
2020-10-20,7.119999885559082
2020-10-21,6.989999771118164
2020-10-22,7.110000133514404
2020-10-23,7.019999980926514
2020-10-26,6.349999904632568
2020-10-27,6.690000057220459
2020-10-28,6.690000057220459
2020-10-30,7.349999904632568
2020-11-02,7.239999771118164
2020-11-03,7.389999866485596
2020-11-04,7.96999979019165
2020-11-05,8.350000381469727
2020-11-06,8.260000228881836
2020-11-09,8.289999961853027
2020-11-10,8.40999984741211
2020-11-11,8.359999656677246
2020-11-12,8.479999542236328
2020-11-13,9.170000076293945
2020-11-16,8.850000381469727
2020-11-17,8.75
2020-11-18,8.760000228881836
2020-11-19,8.739999771118164
2020-11-20,9.109999656677246
2020-11-23,9.59000015258789
2020-11-24,9.789999961853027
2020-11-25,9.710000038146973
2020-11-26,9.479999542236328
2020-11-27,9.729999542236328
2020-11-30,9.109999656677246
2020-12-01,9.300000190734863
2020-12-02,9.15999984741211
2020-12-03,9.34000015258789
2020-12-04,9.90999984741211
2020-12-07,10.300000190734863
2020-12-08,10.100000381469727
2020-12-09,10.039999961853027
2020-12-10,9.960000038146973
2020-12-11,10.170000076293945
2020-12-14,10.25
2020-12-15,10.25
2020-12-16,9.949999809265137
2020-12-17,10.0600004196167
2020-12-18,9.890000343322754
2020-12-21,9.600000381469727
2020-12-22,9.850000381469727
2020-12-23,9.8100004196167
2020-12-24,9.6899995803833
2020-12-25,9.699999809265137
2020-12-28,9.720000267028809
2020-12-29,10.350000381469727
2020-12-30,10.0600004196167
2020-12-31,10.289999961853027
2021-01-04,11.0
2021-01-05,11.479999542236328
2021-01-06,11.260000228881836
2021-01-07,11.449999809265137
2021-01-08,11.989999771118164
2021-01-11,12.829999923706055
2021-01-12,12.649999618530273
2021-01-13,12.640000343322754
2021-01-14,12.479999542236328
2021-01-15,13.15999984741211
2021-01-18,13.289999961853027
2021-01-19,13.1899995803833
2021-01-20,13.239999771118164
2021-01-21,13.140000343322754
2021-01-22,13.069999694824219
2021-01-25,13.25
2021-01-26,13.34000015258789
2021-01-27,13.199999809265137
2021-01-28,13.34000015258789
2021-01-29,13.09000015258789
2021-02-01,13.5
2021-02-02,13.59000015258789
2021-02-03,13.369999885559082
2021-02-04,13.369999885559082
2021-02-05,13.630000114440918
2021-02-08,13.899999618530273
2021-02-09,13.720000267028809
2021-02-10,13.550000190734863
2021-02-11,13.399999618530273
2021-02-12,13.40999984741211
2021-02-15,13.600000381469727
2021-02-16,13.899999618530273
2021-02-17,14.010000228881836
2021-02-18,13.770000457763672
2021-02-19,13.630000114440918
2021-02-22,13.510000228881836
2021-02-23,13.199999809265137
2021-02-24,12.880000114440918
2021-02-25,12.489999771118164
2021-02-26,12.4399995803833
2021-03-01,13.680000305175781
2021-03-02,13.970000267028809
2021-03-03,13.770000457763672
2021-03-04,13.579999923706055
2021-03-05,14.09000015258789
2021-03-08,13.739999771118164
2021-03-09,14.100000381469727
2021-03-10,14.449999809265137
2021-03-11,13.989999771118164
2021-03-12,13.9399995803833
2021-03-15,14.050000190734863
2021-03-16,13.989999771118164
2021-03-17,13.65999984741211
2021-03-18,13.619999885559082
2021-03-19,13.359999656677246
2021-03-22,12.029999732971191
2021-03-23,12.479999542236328
2021-03-24,13.229999542236328
2021-03-25,13.100000381469727
2021-03-26,13.510000228881836
2021-03-29,13.539999961853027
2021-03-30,13.3100004196167
2021-03-31,13.430000305175781
2021-04-01,14.770000457763672
2021-04-02,14.989999771118164
2021-04-05,15.670000076293945
2021-04-06,15.050000190734863
2021-04-07,15.149999618530273
2021-04-08,16.0
2021-04-09,15.199999809265137
2021-04-12,14.420000076293945
2021-04-13,14.130000114440918
2021-04-14,14.399999618530273
2021-04-15,14.149999618530273
2021-04-16,13.84000015258789
2021-04-19,13.09000015258789
2021-04-20,13.199999809265137
2021-04-21,12.539999961853027
2021-04-22,13.029999732971191
2021-04-26,13.539999961853027
2021-04-27,13.710000038146973
2021-04-28,13.449999809265137
2021-04-29,13.800000190734863
2021-04-30,14.569999694824219
2021-05-03,14.609999656677246
2021-05-04,14.380000114440918
2021-05-05,14.34000015258789
2021-05-06,14.119999885559082
2021-05-07,14.229999542236328
2021-05-10,14.630000114440918
2021-05-11,14.720000267028809
2021-05-12,14.859999656677246
2021-05-17,15.470000267028809
2021-05-18,15.279999732971191
2021-05-20,15.09000015258789
2021-05-21,14.770000457763672
2021-05-24,14.680000305175781
2021-05-25,14.119999885559082
2021-05-26,14.15999984741211
2021-05-27,14.220000267028809
2021-05-28,14.260000228881836
2021-05-31,14.65999984741211
2021-06-01,14.800000190734863
2021-06-02,14.789999961853027
2021-06-03,14.680000305175781
2021-06-04,14.600000381469727
2021-06-07,13.800000190734863
2021-06-08,13.569999694824219
2021-06-09,13.390000343322754
2021-06-10,13.140000343322754
2021-06-11,12.960000038146973
2021-06-14,12.699999809265137
2021-06-15,12.470000267028809
2021-06-16,12.109999656677246
2021-06-17,12.15999984741211
2021-06-18,11.739999771118164
2021-06-21,11.600000381469727
2021-06-22,11.8100004196167
2021-06-23,12.279999732971191
2021-06-24,12.6899995803833
2021-06-25,12.859999656677246
2021-06-28,12.3100004196167
2021-06-29,12.800000190734863
2021-06-30,12.0
2021-07-01,11.899999618530273
2021-07-02,11.989999771118164
2021-07-05,12.119999885559082
2021-07-06,12.289999961853027
2021-07-07,12.300000190734863
2021-07-08,12.010000228881836
2021-07-09,12.100000381469727
2021-07-12,11.800000190734863
2021-07-13,11.75
2021-07-14,11.970000267028809
2021-07-16,12.100000381469727
2021-07-19,12.1899995803833
2021-07-26,12.550000190734863
2021-07-27,12.489999771118164
2021-07-28,12.670000076293945
2021-07-29,13.210000038146973
2021-07-30,13.670000076293945
2021-08-02,13.489999771118164
2021-08-03,13.90999984741211
2021-08-04,13.869999885559082
2021-08-05,14.079999923706055
2021-08-06,14.020000457763672
2021-08-09,14.170000076293945
2021-08-10,13.949999809265137
2021-08-11,14.180000305175781
2021-08-12,14.199999809265137
2021-08-13,14.020000457763672
2021-08-16,13.989999771118164
2021-08-17,14.050000190734863
2021-08-18,13.819999694824219
2021-08-19,13.449999809265137
2021-08-20,13.350000381469727
2021-08-23,13.5600004196167
2021-08-24,13.489999771118164
2021-08-25,13.6899995803833
2021-08-26,13.4399995803833
2021-08-27,13.399999618530273
2021-08-31,13.979999542236328
2021-09-01,13.949999809265137
2021-09-02,13.850000381469727
2021-09-03,13.880000114440918
2021-09-06,14.239999771118164
2021-09-07,13.850000381469727
2021-09-08,13.350000381469727
2021-09-09,13.430000305175781
2021-09-10,13.720000267028809
2021-09-13,13.529999732971191
2021-09-14,13.399999618530273
2021-09-15,13.319999694824219
2021-09-16,13.029999732971191
2021-09-17,12.880000114440918
2021-09-20,12.5
2021-09-21,12.300000190734863
2021-09-22,12.470000267028809
2021-09-23,12.399999618530273
2021-09-24,12.800000190734863
2021-09-27,13.300000190734863
2021-09-28,13.5
2021-09-29,13.789999961853027
2021-09-30,13.789999961853027
2021-10-01,13.880000114440918
2021-10-04,14.020000457763672
2021-10-05,14.039999961853027
2021-10-06,13.930000305175781
2021-10-07,14.289999961853027
2021-10-08,14.149999618530273
2021-10-11,14.279999732971191
2021-10-12,14.489999771118164
2021-10-13,14.869999885559082
2021-10-14,14.8100004196167
2021-10-15,14.960000038146973
2021-10-18,14.84000015258789
2021-10-19,14.850000381469727
2021-10-20,15.029999732971191
2021-10-21,15.130000114440918
2021-10-22,15.140000343322754
2021-10-25,15.140000343322754
2021-10-26,14.930000305175781
2021-10-27,14.869999885559082
2021-10-28,15.850000381469727
2021-11-01,14.270000457763672
2021-11-02,13.579999923706055
2021-11-03,13.5
2021-11-04,13.510000228881836
2021-11-05,13.479999542236328
2021-11-08,13.65999984741211
2021-11-09,13.520000457763672
2021-11-10,13.420000076293945
2021-11-11,13.3100004196167
2021-11-12,13.470000267028809
2021-11-15,13.569999694824219
2021-11-16,13.329999923706055
2021-11-17,13.369999885559082
2021-11-18,13.979999542236328
2021-11-19,13.960000038146973
2021-11-22,14.300000190734863
2021-11-23,14.600000381469727
2021-11-24,14.800000190734863
2021-11-25,14.5600004196167
2021-11-26,14.289999961853027
2021-11-29,14.640000343322754
2021-11-30,14.649999618530273
2021-12-01,15.640000343322754
2021-12-02,16.06999969482422
2021-12-03,16.799999237060547
2021-12-06,17.299999237060547
2021-12-07,17.110000610351562
2021-12-08,16.75
2021-12-09,17.0
2021-12-10,16.68000030517578
2021-12-13,17.09000015258789
2021-12-14,16.989999771118164
2021-12-15,16.530000686645508
2021-12-16,17.489999771118164
2021-12-17,15.800000190734863
2021-12-20,15.59000015258789
2021-12-21,14.119999885559082
2021-12-22,13.5600004196167
2021-12-23,13.800000190734863
2021-12-24,14.149999618530273
2021-12-27,14.300000190734863
2021-12-28,14.029999732971191
2021-12-29,14.119999885559082
2021-12-30,13.970000267028809
2021-12-31,14.020000457763672
2022-01-03,14.010000228881836
2022-01-04,13.890000343322754
2022-01-05,13.979999542236328
2022-01-06,13.90999984741211
2022-01-07,14.720000267028809
2022-01-10,14.84000015258789
2022-01-11,14.5
2022-01-12,15.210000038146973
2022-01-13,14.850000381469727
2022-01-14,14.819999694824219
2022-01-17,14.90999984741211
2022-01-18,14.289999961853027
2022-01-19,15.079999923706055
2022-01-20,14.850000381469727
2022-01-21,15.199999809265137
2022-01-24,14.609999656677246
2022-01-25,15.569999694824219
2022-01-26,15.529999732971191
2022-01-27,15.380000114440918
2022-01-28,15.279999732971191
2022-01-31,15.199999809265137
2022-02-01,15.5
2022-02-02,15.170000076293945
2022-02-03,14.979999542236328
2022-02-04,15.199999809265137
2022-02-07,15.5
2022-02-08,15.5
2022-02-09,16.270000457763672
2022-02-10,16.350000381469727
2022-02-11,15.979999542236328
2022-02-14,15.239999771118164
2022-02-15,15.350000381469727
2022-02-16,15.470000267028809
2022-02-17,15.350000381469727
2022-02-18,16.06999969482422
2022-02-21,15.979999542236328
2022-02-22,15.819999694824219
2022-02-23,16.0
2022-02-24,14.399999618530273
2022-02-25,15.319999694824219
2022-02-28,16.5
2022-03-01,16.950000762939453
2022-03-02,16.59000015258789
2022-03-03,16.549999237060547
2022-03-04,17.8799991607666
2022-03-07,18.510000228881836
2022-03-08,18.799999237060547
2022-03-09,18.399999618530273
2022-03-10,18.440000534057617
2022-03-11,19.110000610351562
2022-03-14,19.350000381469727
2022-03-15,19.559999465942383
2022-03-16,19.200000762939453
2022-03-17,19.09000015258789
2022-03-18,19.09000015258789
2022-03-21,19.399999618530273
2022-03-22,21.079999923706055
2022-03-23,21.940000534057617
2022-03-24,22.219999313354492
2022-03-25,24.0
2022-03-28,24.139999389648438
2022-03-29,24.020000457763672
2022-03-30,24.079999923706055
2022-03-31,23.6200008392334
2022-04-01,23.360000610351562
2022-04-04,24.0
2022-04-05,23.899999618530273
2022-04-06,24.459999084472656
2022-04-07,24.280000686645508
2022-04-08,25.299999237060547
2022-04-11,25.600000381469727
2022-04-12,26.399999618530273
2022-04-13,26.139999389648438
2022-04-14,27.100000381469727
2022-04-15,26.799999237060547
2022-04-18,23.65999984741211
2022-04-19,22.959999084472656
2022-04-20,23.219999313354492
2022-04-21,22.8799991607666
2022-04-22,21.700000762939453
2022-04-25,21.959999084472656
2022-04-26,21.579999923706055
2022-04-27,21.299999237060547
2022-04-28,21.600000381469727
2022-04-29,23.760000228881836
2022-05-05,23.920000076293945
2022-05-06,23.5
2022-05-09,23.1200008392334
2022-05-10,23.440000534057617
2022-05-11,22.799999237060547
2022-05-12,23.0
2022-05-13,24.579999923706055
2022-05-16,25.299999237060547
2022-05-17,24.15999984741211
2022-05-18,23.31999969482422
2022-05-20,22.860000610351562
2022-05-23,22.280000686645508
2022-05-24,22.579999923706055
2022-05-25,23.0
2022-05-26,23.200000762939453
2022-05-27,22.979999542236328
2022-05-30,23.420000076293945
2022-05-31,23.239999771118164
2022-06-01,23.260000228881836
2022-06-02,24.420000076293945
2022-06-03,24.100000381469727
2022-06-06,24.6200008392334
2022-06-07,25.540000915527344
2022-06-08,24.100000381469727
2022-06-09,24.940000534057617
2022-06-10,24.700000762939453
2022-06-13,23.579999923706055
2022-06-14,23.81999969482422
2022-06-15,24.600000381469727
2022-06-16,24.8799991607666
2022-06-17,24.739999771118164
2022-06-20,24.020000457763672
2022-06-21,25.0
2022-06-22,26.760000228881836
2022-06-23,28.020000457763672
2022-06-24,27.8799991607666
2022-06-27,26.520000457763672
2022-06-28,27.139999389648438
2022-06-29,26.780000686645508
2022-06-30,26.079999923706055
2022-07-01,27.260000228881836
2022-07-04,26.399999618530273
2022-07-05,26.700000762939453
2022-07-06,26.540000915527344
2022-07-07,27.239999771118164
2022-07-08,26.899999618530273
2022-07-13,27.280000686645508
2022-07-14,28.899999618530273
2022-07-18,28.719999313354492
2022-07-19,28.440000534057617
2022-07-20,29.059999465942383
2022-07-21,28.719999313354492
2022-07-22,27.520000457763672
2022-07-25,27.299999237060547
2022-07-26,27.360000610351562
2022-07-27,27.899999618530273
2022-07-28,27.780000686645508
2022-07-29,27.579999923706055
