Date,NUGYO.IS
2020-01-02,3.619999885559082
2020-01-03,3.450000047683716
2020-01-06,3.2300000190734863
2020-01-07,3.4000000953674316
2020-01-08,3.380000114440918
2020-01-09,3.5399999618530273
2020-01-10,3.6600000858306885
2020-01-13,3.9100000858306885
2020-01-14,3.940000057220459
2020-01-15,3.9000000953674316
2020-01-16,3.9000000953674316
2020-01-17,3.890000104904175
2020-01-20,3.950000047683716
2020-01-21,4.199999809265137
2020-01-22,4.210000038146973
2020-01-23,4.179999828338623
2020-01-24,4.260000228881836
2020-01-27,4.380000114440918
2020-01-28,4.329999923706055
2020-01-29,4.599999904632568
2020-01-30,4.380000114440918
2020-01-31,4.289999961853027
2020-02-03,4.46999979019165
2020-02-04,4.510000228881836
2020-02-05,4.46999979019165
2020-02-06,4.449999809265137
2020-02-07,4.409999847412109
2020-02-10,4.289999961853027
2020-02-11,4.260000228881836
2020-02-12,4.28000020980835
2020-02-13,4.309999942779541
2020-02-14,4.289999961853027
2020-02-17,4.349999904632568
2020-02-18,4.239999771118164
2020-02-19,4.210000038146973
2020-02-20,3.9200000762939453
2020-02-21,3.9800000190734863
2020-02-24,3.9200000762939453
2020-02-25,3.9700000286102295
2020-02-26,3.9600000381469727
2020-02-27,3.700000047683716
2020-02-28,3.5
2020-03-02,3.5899999141693115
2020-03-03,3.75
2020-03-04,3.619999885559082
2020-03-05,3.630000114440918
2020-03-06,3.5
2020-03-09,3.2300000190734863
2020-03-10,2.940000057220459
2020-03-11,2.940000057220459
2020-03-12,2.4000000953674316
2020-03-13,2.569999933242798
2020-03-16,2.3499999046325684
2020-03-17,2.259999990463257
2020-03-18,2.259999990463257
2020-03-19,2.2100000381469727
2020-03-20,2.259999990463257
2020-03-23,2.180000066757202
2020-03-24,2.3299999237060547
2020-03-25,2.3399999141693115
2020-03-26,2.5799999237060547
2020-03-27,2.5
2020-03-30,2.509999990463257
2020-03-31,2.640000104904175
2020-04-01,2.5999999046325684
2020-04-02,2.569999933242798
2020-04-03,2.5799999237060547
2020-04-06,2.7200000286102295
2020-04-07,2.740000009536743
2020-04-08,2.7300000190734863
2020-04-09,3.0
2020-04-10,2.9800000190734863
2020-04-13,2.990000009536743
2020-04-14,3.0299999713897705
2020-04-15,2.9000000953674316
2020-04-16,2.9600000381469727
2020-04-17,3.009999990463257
2020-04-20,3.0899999141693115
2020-04-21,3.180000066757202
2020-04-22,3.2699999809265137
2020-04-24,3.5799999237060547
2020-04-27,3.5299999713897705
2020-04-28,3.5999999046325684
2020-04-29,3.569999933242798
2020-04-30,3.4800000190734863
2020-05-04,3.4000000953674316
2020-05-05,3.4100000858306885
2020-05-06,3.4600000381469727
2020-05-07,3.4800000190734863
2020-05-08,3.440000057220459
2020-05-11,3.490000009536743
2020-05-12,3.559999942779541
2020-05-13,3.5899999141693115
2020-05-14,3.5299999713897705
2020-05-15,3.609999895095825
2020-05-18,3.740000009536743
2020-05-20,3.799999952316284
2020-05-21,3.7899999618530273
2020-05-22,3.8499999046325684
2020-05-27,4.230000019073486
2020-05-28,4.099999904632568
2020-05-29,4.309999942779541
2020-06-01,4.449999809265137
2020-06-02,4.369999885559082
2020-06-03,4.389999866485596
2020-06-04,4.340000152587891
2020-06-05,4.300000190734863
2020-06-08,4.329999923706055
2020-06-09,4.320000171661377
2020-06-10,4.349999904632568
2020-06-11,4.28000020980835
2020-06-12,4.269999980926514
2020-06-15,4.179999828338623
2020-06-16,4.389999866485596
2020-06-17,4.360000133514404
2020-06-18,4.420000076293945
2020-06-19,4.449999809265137
2020-06-22,4.550000190734863
2020-06-23,4.449999809265137
2020-06-24,4.400000095367432
2020-06-25,4.389999866485596
2020-06-26,4.369999885559082
2020-06-29,4.360000133514404
2020-06-30,4.630000114440918
2020-07-01,4.519999980926514
2020-07-02,4.610000133514404
2020-07-03,4.679999828338623
2020-07-06,4.840000152587891
2020-07-07,4.809999942779541
2020-07-08,4.929999828338623
2020-07-09,4.739999771118164
2020-07-10,4.429999828338623
2020-07-13,4.699999809265137
2020-07-14,5.139999866485596
2020-07-16,5.650000095367432
2020-07-17,5.5
2020-07-20,5.610000133514404
2020-07-21,6.170000076293945
2020-07-22,6.78000020980835
2020-07-23,6.800000190734863
2020-07-24,6.820000171661377
2020-07-27,7.480000019073486
2020-07-28,8.220000267028809
2020-07-29,7.440000057220459
2020-07-30,7.559999942779541
2020-08-04,7.400000095367432
2020-08-05,7.739999771118164
2020-08-06,7.769999980926514
2020-08-07,8.170000076293945
2020-08-10,7.909999847412109
2020-08-11,7.110000133514404
2020-08-12,6.400000095367432
2020-08-13,6.090000152587891
2020-08-14,6.110000133514404
2020-08-17,5.900000095367432
2020-08-18,5.849999904632568
2020-08-19,5.900000095367432
2020-08-20,5.96999979019165
2020-08-21,6.190000057220459
2020-08-24,6.590000152587891
2020-08-25,6.579999923706055
2020-08-26,6.53000020980835
2020-08-27,6.650000095367432
2020-08-28,6.590000152587891
2020-08-31,7.099999904632568
2020-09-01,7.800000190734863
2020-09-02,7.800000190734863
2020-09-03,7.579999923706055
2020-09-04,8.319999694824219
2020-09-07,8.579999923706055
2020-09-08,8.579999923706055
2020-09-09,8.489999771118164
2020-09-10,8.979999542236328
2020-09-11,8.600000381469727
2020-09-14,9.520000457763672
2020-09-15,10.470000267028809
2020-09-16,9.430000305175781
2020-09-17,8.489999771118164
2020-09-18,7.650000095367432
2020-09-21,6.889999866485596
2020-09-22,7.079999923706055
2020-09-23,6.699999809265137
2020-09-24,6.590000152587891
2020-09-25,6.760000228881836
2020-09-28,6.670000076293945
2020-09-29,6.599999904632568
2020-09-30,6.860000133514404
2020-10-01,6.659999847412109
2020-10-02,6.619999885559082
2020-10-05,6.670000076293945
2020-10-06,6.690000057220459
2020-10-07,7.340000152587891
2020-10-08,8.069999694824219
2020-10-09,7.619999885559082
2020-10-12,7.420000076293945
2020-10-13,7.46999979019165
2020-10-14,7.599999904632568
2020-10-15,7.25
2020-10-16,7.269999980926514
2020-10-19,7.070000171661377
2020-10-20,7.289999961853027
2020-10-21,7.150000095367432
2020-10-22,6.96999979019165
2020-10-23,6.889999866485596
2020-10-26,6.199999809265137
2020-10-27,6.159999847412109
2020-10-28,6.099999904632568
2020-10-30,5.800000190734863
2020-11-02,5.980000019073486
2020-11-03,5.920000076293945
2020-11-04,6.019999980926514
2020-11-05,6.46999979019165
2020-11-06,6.699999809265137
2020-11-09,7.059999942779541
2020-11-10,6.880000114440918
2020-11-11,6.940000057220459
2020-11-12,6.619999885559082
2020-11-13,6.679999828338623
2020-11-16,6.559999942779541
2020-11-17,6.440000057220459
2020-11-18,6.5
2020-11-19,6.800000190734863
2020-11-20,6.920000076293945
2020-11-23,6.880000114440918
2020-11-24,7.110000133514404
2020-11-25,7.070000171661377
2020-11-26,7.21999979019165
2020-11-27,7.320000171661377
2020-11-30,7.090000152587891
2020-12-01,7.21999979019165
2020-12-02,7.150000095367432
2020-12-03,7.159999847412109
2020-12-04,7.400000095367432
2020-12-07,7.809999942779541
2020-12-08,8.079999923706055
2020-12-09,8.140000343322754
2020-12-10,8.739999771118164
2020-12-11,8.670000076293945
2020-12-14,8.40999984741211
2020-12-15,8.399999618530273
2020-12-16,7.559999942779541
2020-12-17,7.599999904632568
2020-12-18,7.489999771118164
2020-12-21,7.170000076293945
2020-12-22,7.349999904632568
2020-12-23,7.150000095367432
2020-12-24,7.059999942779541
2020-12-25,7.349999904632568
2020-12-28,7.230000019073486
2020-12-29,7.21999979019165
2020-12-30,7.210000038146973
2020-12-31,7.28000020980835
2021-01-04,7.550000190734863
2021-01-05,7.559999942779541
2021-01-06,7.380000114440918
2021-01-07,7.460000038146973
2021-01-08,7.460000038146973
2021-01-11,7.539999961853027
2021-01-12,8.119999885559082
2021-01-13,8.4399995803833
2021-01-14,8.239999771118164
2021-01-15,8.4399995803833
2021-01-18,8.569999694824219
2021-01-19,8.890000343322754
2021-01-20,9.0600004196167
2021-01-21,9.289999961853027
2021-01-22,9.25
2021-01-25,9.069999694824219
2021-01-26,8.979999542236328
2021-01-27,8.739999771118164
2021-01-28,8.920000076293945
2021-01-29,9.5600004196167
2021-02-01,9.850000381469727
2021-02-02,10.100000381469727
2021-02-03,10.380000114440918
2021-02-04,11.079999923706055
2021-02-05,12.15999984741211
2021-02-08,12.199999809265137
2021-02-09,12.229999542236328
2021-02-10,12.449999809265137
2021-02-11,13.010000228881836
2021-02-12,13.34000015258789
2021-02-15,13.430000305175781
2021-02-16,13.40999984741211
2021-02-17,13.399999618530273
2021-02-18,13.399999618530273
2021-02-19,14.170000076293945
2021-02-22,14.539999961853027
2021-02-23,14.5
2021-02-24,14.0600004196167
2021-02-25,13.550000190734863
2021-02-26,12.960000038146973
2021-03-01,13.699999809265137
2021-03-02,13.949999809265137
2021-03-03,13.859999656677246
2021-03-04,13.680000305175781
2021-03-05,13.710000038146973
2021-03-08,13.869999885559082
2021-03-09,14.0
2021-03-10,14.289999961853027
2021-03-11,14.5
2021-03-12,15.350000381469727
2021-03-15,15.6899995803833
2021-03-16,15.899999618530273
2021-03-17,15.630000114440918
2021-03-18,16.440000534057617
2021-03-19,17.520000457763672
2021-03-22,15.770000457763672
2021-03-23,16.799999237060547
2021-03-24,16.799999237060547
2021-03-25,16.309999465942383
2021-03-26,15.699999809265137
2021-03-29,16.440000534057617
2021-03-30,16.56999969482422
2021-03-31,17.020000457763672
2021-04-01,16.959999084472656
2021-04-02,16.149999618530273
2021-04-05,15.119999885559082
2021-04-06,16.030000686645508
2021-04-07,15.8100004196167
2021-04-08,16.200000762939453
2021-04-09,15.989999771118164
2021-04-12,15.380000114440918
2021-04-13,14.949999809265137
2021-04-14,15.5
2021-04-15,15.25
2021-04-16,15.40999984741211
2021-04-19,15.0
2021-04-20,14.0600004196167
2021-04-21,12.65999984741211
2021-04-22,11.399999618530273
2021-04-26,12.539999961853027
2021-04-27,13.180000305175781
2021-04-28,13.279999732971191
2021-04-29,13.199999809265137
2021-04-30,13.199999809265137
2021-05-03,13.260000228881836
2021-05-04,13.350000381469727
2021-05-05,13.579999923706055
2021-05-06,13.789999961853027
2021-05-07,14.010000228881836
2021-05-10,14.210000038146973
2021-05-11,14.289999961853027
2021-05-12,14.369999885559082
2021-05-17,14.5
2021-05-18,14.569999694824219
2021-05-20,13.970000267028809
2021-05-21,13.489999771118164
2021-05-24,13.84000015258789
2021-05-25,12.899999618530273
2021-05-26,13.210000038146973
2021-05-27,13.0600004196167
2021-05-28,13.529999732971191
2021-05-31,13.649999618530273
2021-06-01,13.5
2021-06-02,13.15999984741211
2021-06-03,13.350000381469727
2021-06-04,13.359999656677246
2021-06-07,13.279999732971191
2021-06-08,12.75
2021-06-09,12.149999618530273
2021-06-10,11.779999732971191
2021-06-11,11.869999885559082
2021-06-14,11.779999732971191
2021-06-15,11.40999984741211
2021-06-16,11.640000343322754
2021-06-17,11.789999961853027
2021-06-18,12.050000190734863
2021-06-21,12.1899995803833
2021-06-22,12.279999732971191
2021-06-23,12.279999732971191
2021-06-24,12.430000305175781
2021-06-25,12.979999542236328
2021-06-28,13.119999885559082
2021-06-29,12.539999961853027
2021-06-30,12.619999885559082
2021-07-01,13.3100004196167
2021-07-02,13.3100004196167
2021-07-05,12.819999694824219
2021-07-06,12.5
2021-07-07,12.489999771118164
2021-07-08,12.220000267028809
2021-07-09,12.079999923706055
2021-07-12,12.0600004196167
2021-07-13,12.029999732971191
2021-07-14,12.130000114440918
2021-07-16,12.119999885559082
2021-07-19,12.9399995803833
2021-07-26,13.149999618530273
2021-07-27,13.859999656677246
2021-07-28,14.34000015258789
2021-07-29,14.630000114440918
2021-07-30,15.0
2021-08-02,14.899999618530273
2021-08-03,15.579999923706055
2021-08-04,15.670000076293945
2021-08-05,15.75
2021-08-06,15.920000076293945
2021-08-09,16.010000228881836
2021-08-10,16.489999771118164
2021-08-11,16.200000762939453
2021-08-12,16.65999984741211
2021-08-13,16.790000915527344
2021-08-16,16.65999984741211
2021-08-17,16.670000076293945
2021-08-18,16.510000228881836
2021-08-19,17.0
2021-08-20,16.56999969482422
2021-08-23,16.690000534057617
2021-08-24,16.479999542236328
2021-08-25,16.0
2021-08-26,15.829999923706055
2021-08-27,15.720000267028809
2021-08-31,16.329999923706055
2021-09-01,17.010000228881836
2021-09-02,17.139999389648438
2021-09-03,17.049999237060547
2021-09-06,16.950000762939453
2021-09-07,16.920000076293945
2021-09-08,16.790000915527344
2021-09-09,17.81999969482422
2021-09-10,18.079999923706055
2021-09-13,17.90999984741211
2021-09-14,18.0
2021-09-15,18.020000457763672
2021-09-16,16.219999313354492
2021-09-17,14.6899995803833
2021-09-20,13.229999542236328
2021-09-21,11.90999984741211
2021-09-22,10.720000267028809
2021-09-23,9.649999618530273
2021-09-24,8.6899995803833
2021-09-27,9.170000076293945
2021-09-28,8.270000457763672
2021-09-29,8.300000190734863
2021-09-30,8.5
2021-10-01,9.350000381469727
2021-10-04,10.279999732971191
2021-10-05,11.300000190734863
2021-10-06,12.430000305175781
2021-10-07,13.670000076293945
2021-10-08,13.1899995803833
2021-10-11,13.949999809265137
2021-10-12,14.800000190734863
2021-10-13,15.170000076293945
2021-10-14,15.0
2021-10-15,15.579999923706055
2021-10-18,14.949999809265137
2021-10-19,15.149999618530273
2021-10-20,14.850000381469727
2021-10-21,14.949999809265137
2021-10-22,14.84000015258789
2021-10-25,14.819999694824219
2021-10-26,15.039999961853027
2021-10-27,15.600000381469727
2021-10-28,15.600000381469727
2021-11-01,14.039999961853027
2021-11-02,12.640000343322754
2021-11-03,11.380000114440918
2021-11-04,11.770000457763672
2021-11-05,11.75
2021-11-08,11.039999961853027
2021-11-09,10.430000305175781
2021-11-10,11.470000267028809
2021-11-11,12.140000343322754
2021-11-12,11.600000381469727
2021-11-15,10.920000076293945
2021-11-16,10.09000015258789
2021-11-17,10.5
2021-11-18,10.329999923706055
2021-11-19,10.199999809265137
2021-11-22,10.220000267028809
2021-11-23,10.050000190734863
2021-11-24,9.899999618530273
2021-11-25,10.170000076293945
2021-11-26,9.880000114440918
2021-11-29,9.670000076293945
2021-11-30,10.0
2021-12-01,9.399999618530273
2021-12-02,8.470000267028809
2021-12-03,7.630000114440918
2021-12-06,7.010000228881836
2021-12-07,7.050000190734863
2021-12-08,7.010000228881836
2021-12-09,7.320000171661377
2021-12-10,8.029999732971191
2021-12-13,8.829999923706055
2021-12-14,8.350000381469727
2021-12-15,7.800000190734863
2021-12-16,7.909999847412109
2021-12-17,7.119999885559082
2021-12-20,7.0
2021-12-21,7.409999847412109
2021-12-22,7.130000114440918
2021-12-23,7.28000020980835
2021-12-24,6.869999885559082
2021-12-27,6.190000057220459
2021-12-28,6.199999809265137
2021-12-29,5.699999809265137
2021-12-30,5.449999809265137
2021-12-31,5.800000190734863
2022-01-03,5.760000228881836
2022-01-04,5.650000095367432
2022-01-05,5.599999904632568
2022-01-06,5.659999847412109
2022-01-07,5.619999885559082
2022-01-10,5.78000020980835
2022-01-11,5.710000038146973
2022-01-12,5.71999979019165
2022-01-13,6.289999961853027
2022-01-14,6.300000190734863
2022-01-17,6.090000152587891
2022-01-18,5.789999961853027
2022-01-19,5.809999942779541
2022-01-20,5.730000019073486
2022-01-21,5.739999771118164
2022-01-24,5.5
2022-01-25,5.5
2022-01-26,5.5
2022-01-27,5.559999942779541
2022-01-28,5.53000020980835
2022-01-31,5.690000057220459
2022-02-01,5.699999809265137
2022-02-02,5.590000152587891
2022-02-03,5.559999942779541
2022-02-04,5.46999979019165
2022-02-07,5.449999809265137
2022-02-08,5.429999828338623
2022-02-09,5.420000076293945
2022-02-10,5.550000190734863
2022-02-11,5.510000228881836
2022-02-14,5.409999847412109
2022-02-15,5.400000095367432
2022-02-16,5.389999866485596
2022-02-17,5.340000152587891
2022-02-18,5.309999942779541
2022-02-21,5.269999980926514
2022-02-22,5.340000152587891
2022-02-23,5.300000190734863
2022-02-24,4.769999980926514
2022-02-25,5.039999961853027
2022-02-28,4.989999771118164
2022-03-01,5.480000019073486
2022-03-02,5.210000038146973
2022-03-03,5.179999828338623
2022-03-04,5.050000190734863
2022-03-07,4.960000038146973
2022-03-08,4.920000076293945
2022-03-09,4.929999828338623
2022-03-10,4.909999847412109
2022-03-11,4.920000076293945
2022-03-14,4.929999828338623
2022-03-15,5.050000190734863
2022-03-16,5.079999923706055
2022-03-17,5.050000190734863
2022-03-18,5.019999980926514
2022-03-21,5.179999828338623
2022-03-22,5.21999979019165
2022-03-23,5.349999904632568
2022-03-24,5.5
2022-03-25,5.409999847412109
2022-03-28,5.699999809265137
2022-03-29,5.599999904632568
2022-03-30,5.53000020980835
2022-03-31,5.570000171661377
2022-04-01,5.510000228881836
2022-04-04,5.53000020980835
2022-04-05,5.5
2022-04-06,5.400000095367432
2022-04-07,5.460000038146973
2022-04-08,5.550000190734863
2022-04-11,5.670000076293945
2022-04-12,5.670000076293945
2022-04-13,5.710000038146973
2022-04-14,5.920000076293945
2022-04-15,5.96999979019165
2022-04-18,6.0
2022-04-19,5.820000171661377
2022-04-20,5.829999923706055
2022-04-21,5.739999771118164
2022-04-22,5.53000020980835
2022-04-25,5.5
2022-04-26,5.369999885559082
2022-04-27,5.550000190734863
2022-04-28,5.559999942779541
2022-04-29,5.730000019073486
2022-05-05,5.840000152587891
2022-05-06,5.840000152587891
2022-05-09,6.260000228881836
2022-05-10,6.300000190734863
2022-05-11,5.800000190734863
2022-05-12,5.809999942779541
2022-05-13,5.760000228881836
2022-05-16,5.730000019073486
2022-05-17,5.699999809265137
2022-05-18,5.639999866485596
2022-05-20,6.199999809265137
2022-05-23,6.679999828338623
2022-05-24,6.130000114440918
2022-05-25,5.550000190734863
2022-05-26,5.0
2022-05-27,4.599999904632568
2022-05-30,4.659999847412109
2022-05-31,4.570000171661377
2022-06-01,4.570000171661377
2022-06-02,4.510000228881836
2022-06-03,4.5
2022-06-06,4.619999885559082
2022-06-07,4.550000190734863
2022-06-08,4.400000095367432
2022-06-09,4.400000095367432
2022-06-10,4.380000114440918
2022-06-13,4.329999923706055
2022-06-14,4.320000171661377
2022-06-15,4.409999847412109
2022-06-16,4.360000133514404
2022-06-17,4.5
2022-06-20,4.550000190734863
2022-06-21,4.539999961853027
2022-06-22,4.53000020980835
2022-06-23,4.53000020980835
2022-06-24,4.539999961853027
2022-06-27,4.489999771118164
2022-06-28,4.53000020980835
2022-06-29,4.570000171661377
2022-06-30,5.019999980926514
2022-07-01,4.949999809265137
2022-07-04,4.800000190734863
2022-07-05,4.860000133514404
2022-07-06,5.0
2022-07-07,4.929999828338623
2022-07-08,4.909999847412109
2022-07-13,4.869999885559082
2022-07-14,4.949999809265137
2022-07-18,4.860000133514404
2022-07-19,4.690000057220459
2022-07-20,4.659999847412109
2022-07-21,4.610000133514404
2022-07-22,4.590000152587891
2022-07-25,4.619999885559082
2022-07-26,4.599999904632568
2022-07-27,4.619999885559082
2022-07-28,4.659999847412109
2022-07-29,4.670000076293945
