Date,OZKGY.IS
2020-01-02,1.309999942779541
2020-01-03,1.2999999523162842
2020-01-06,1.2599999904632568
2020-01-07,1.3049999475479126
2020-01-08,1.2799999713897705
2020-01-09,1.3550000190734863
2020-01-10,1.3450000286102295
2020-01-13,1.3550000190734863
2020-01-14,1.3600000143051147
2020-01-15,1.3600000143051147
2020-01-16,1.3550000190734863
2020-01-17,1.4249999523162842
2020-01-20,1.4950000047683716
2020-01-21,1.5499999523162842
2020-01-22,1.590000033378601
2020-01-23,1.5800000429153442
2020-01-24,1.5850000381469727
2020-01-27,1.6200000047683716
2020-01-28,1.6150000095367432
2020-01-29,1.6200000047683716
2020-01-30,1.600000023841858
2020-01-31,1.75
2020-02-03,1.725000023841858
2020-02-04,1.725000023841858
2020-02-05,1.6699999570846558
2020-02-06,1.6749999523162842
2020-02-07,1.6749999523162842
2020-02-10,1.6699999570846558
2020-02-11,1.6799999475479126
2020-02-12,1.6749999523162842
2020-02-13,1.6649999618530273
2020-02-14,1.6799999475479126
2020-02-17,1.7050000429153442
2020-02-18,1.6950000524520874
2020-02-19,1.6399999856948853
2020-02-20,1.524999976158142
2020-02-21,1.5800000429153442
2020-02-24,1.5800000429153442
2020-02-25,1.5850000381469727
2020-02-26,1.600000023841858
2020-02-27,1.534999966621399
2020-02-28,1.4049999713897705
2020-03-02,1.475000023841858
2020-03-03,1.5449999570846558
2020-03-04,1.5750000476837158
2020-03-05,1.5800000429153442
2020-03-06,1.5199999809265137
2020-03-09,1.350000023841858
2020-03-10,1.2300000190734863
2020-03-11,1.2300000190734863
2020-03-12,1.1449999809265137
2020-03-13,1.225000023841858
2020-03-16,1.1100000143051147
2020-03-17,1.024999976158142
2020-03-18,0.9950000047683716
2020-03-19,1.0800000429153442
2020-03-20,1.1399999856948853
2020-03-23,1.059999942779541
2020-03-24,1.100000023841858
2020-03-25,1.0750000476837158
2020-03-26,1.0950000286102295
2020-03-27,1.059999942779541
2020-03-30,1.090000033378601
2020-03-31,1.159999966621399
2020-04-01,1.1799999475479126
2020-04-02,1.149999976158142
2020-04-03,1.1649999618530273
2020-04-06,1.1950000524520874
2020-04-07,1.2050000429153442
2020-04-08,1.2100000381469727
2020-04-09,1.2000000476837158
2020-04-10,1.1950000524520874
2020-04-13,1.2050000429153442
2020-04-14,1.2350000143051147
2020-04-15,1.1649999618530273
2020-04-16,1.215000033378601
2020-04-17,1.225000023841858
2020-04-20,1.2200000286102295
2020-04-21,1.2000000476837158
2020-04-22,1.25
2020-04-24,1.2649999856948853
2020-04-27,1.309999942779541
2020-04-28,1.309999942779541
2020-04-29,1.3600000143051147
2020-04-30,1.4199999570846558
2020-05-04,1.4900000095367432
2020-05-05,1.4550000429153442
2020-05-06,1.4700000286102295
2020-05-07,1.4500000476837158
2020-05-08,1.4199999570846558
2020-05-11,1.434999942779541
2020-05-12,1.4500000476837158
2020-05-13,1.4600000381469727
2020-05-14,1.4299999475479126
2020-05-15,1.4249999523162842
2020-05-18,1.4299999475479126
2020-05-20,1.4700000286102295
2020-05-21,1.4600000381469727
2020-05-22,1.5049999952316284
2020-05-27,1.524999976158142
2020-05-28,1.5199999809265137
2020-05-29,1.5199999809265137
2020-06-01,1.5449999570846558
2020-06-02,1.5800000429153442
2020-06-03,1.5850000381469727
2020-06-04,1.590000033378601
2020-06-05,1.5850000381469727
2020-06-08,1.600000023841858
2020-06-09,1.6349999904632568
2020-06-10,1.7000000476837158
2020-06-11,1.7000000476837158
2020-06-12,1.690000057220459
2020-06-15,1.7450000047683716
2020-06-16,1.8650000095367432
2020-06-17,1.8700000047683716
2020-06-18,1.934999942779541
2020-06-19,1.909999966621399
2020-06-22,1.9199999570846558
2020-06-23,1.9299999475479126
2020-06-24,1.9049999713897705
2020-06-25,1.9700000286102295
2020-06-26,1.9500000476837158
2020-06-29,1.9950000047683716
2020-06-30,2.0399999618530273
2020-07-01,2.0899999141693115
2020-07-02,2.1500000953674316
2020-07-03,2.140000104904175
2020-07-06,2.200000047683716
2020-07-07,2.234999895095825
2020-07-08,2.25
2020-07-09,2.1500000953674316
2020-07-10,2.115000009536743
2020-07-13,2.255000114440918
2020-07-14,2.450000047683716
2020-07-16,2.4000000953674316
2020-07-17,2.434999942779541
2020-07-20,2.434999942779541
2020-07-21,2.369999885559082
2020-07-22,2.380000114440918
2020-07-23,2.3450000286102295
2020-07-24,2.390000104904175
2020-07-27,2.369999885559082
2020-07-28,2.299999952316284
2020-07-29,2.2799999713897705
2020-07-30,2.315000057220459
2020-08-04,2.130000114440918
2020-08-05,2.0950000286102295
2020-08-06,1.9149999618530273
2020-08-07,1.9550000429153442
2020-08-10,1.965000033378601
2020-08-11,2.0950000286102295
2020-08-12,2.0199999809265137
2020-08-13,1.940000057220459
2020-08-14,1.9149999618530273
2020-08-17,1.8600000143051147
2020-08-18,1.8300000429153442
2020-08-19,1.8650000095367432
2020-08-20,1.8799999952316284
2020-08-21,1.934999942779541
2020-08-24,1.9850000143051147
2020-08-25,1.909999966621399
2020-08-26,1.899999976158142
2020-08-27,1.975000023841858
2020-08-28,1.9299999475479126
2020-08-31,1.8799999952316284
2020-09-01,1.8650000095367432
2020-09-02,1.8700000047683716
2020-09-03,1.8250000476837158
2020-09-04,1.8550000190734863
2020-09-07,1.9199999570846558
2020-09-08,1.8949999809265137
2020-09-09,1.9450000524520874
2020-09-10,1.9299999475479126
2020-09-11,1.9299999475479126
2020-09-14,1.9249999523162842
2020-09-15,1.9149999618530273
2020-09-16,1.9149999618530273
2020-09-17,1.9950000047683716
2020-09-18,2.0199999809265137
2020-09-21,1.9450000524520874
2020-09-22,1.9550000429153442
2020-09-23,2.0
2020-09-24,1.9700000286102295
2020-09-25,1.9800000190734863
2020-09-28,1.9550000429153442
2020-09-29,1.9900000095367432
2020-09-30,2.059999942779541
2020-10-01,2.0450000762939453
2020-10-02,2.125
2020-10-05,2.174999952316284
2020-10-06,2.134999990463257
2020-10-07,2.1649999618530273
2020-10-08,2.1549999713897705
2020-10-09,2.2200000286102295
2020-10-12,2.2750000953674316
2020-10-13,2.2750000953674316
2020-10-14,2.2799999713897705
2020-10-15,2.194999933242798
2020-10-16,2.2249999046325684
2020-10-19,2.244999885559082
2020-10-20,2.3399999141693115
2020-10-21,2.4000000953674316
2020-10-22,2.3399999141693115
2020-10-23,2.244999885559082
2020-10-26,2.065000057220459
2020-10-27,2.0899999141693115
2020-10-28,2.0199999809265137
2020-10-30,1.965000033378601
2020-11-02,2.009999990463257
2020-11-03,2.0250000953674316
2020-11-04,2.1050000190734863
2020-11-05,2.140000104904175
2020-11-06,2.140000104904175
2020-11-09,2.184999942779541
2020-11-10,2.1649999618530273
2020-11-11,2.1700000762939453
2020-11-12,2.0899999141693115
2020-11-13,2.184999942779541
2020-11-16,2.130000114440918
2020-11-17,2.055000066757202
2020-11-18,2.065000057220459
2020-11-19,2.1050000190734863
2020-11-20,2.130000114440918
2020-11-23,2.1649999618530273
2020-11-24,2.1500000953674316
2020-11-25,2.130000114440918
2020-11-26,2.134999990463257
2020-11-27,2.1549999713897705
2020-11-30,2.115000009536743
2020-12-01,2.134999990463257
2020-12-02,2.194999933242798
2020-12-03,2.305000066757202
2020-12-04,2.3299999237060547
2020-12-07,2.244999885559082
2020-12-08,2.4600000381469727
2020-12-09,2.3949999809265137
2020-12-10,2.369999885559082
2020-12-11,2.505000114440918
2020-12-14,2.755000114440918
2020-12-15,2.7049999237060547
2020-12-16,2.609999895095825
2020-12-17,2.5999999046325684
2020-12-18,2.5399999618530273
2020-12-21,2.4749999046325684
2020-12-22,2.5799999237060547
2020-12-23,2.555000066757202
2020-12-24,2.555000066757202
2020-12-25,2.5399999618530273
2020-12-28,2.569999933242798
2020-12-29,2.555000066757202
2020-12-30,2.5350000858306885
2020-12-31,2.555000066757202
2021-01-04,2.6500000953674316
2021-01-05,2.565000057220459
2021-01-06,2.555000066757202
2021-01-07,2.565000057220459
2021-01-08,2.5450000762939453
2021-01-11,2.5
2021-01-12,2.549999952316284
2021-01-13,2.5199999809265137
2021-01-14,2.515000104904175
2021-01-15,2.5350000858306885
2021-01-18,2.7049999237060547
2021-01-19,2.734999895095825
2021-01-20,2.7200000286102295
2021-01-21,2.694999933242798
2021-01-22,2.7249999046325684
2021-01-25,2.7850000858306885
2021-01-26,2.740000009536743
2021-01-27,2.5250000953674316
2021-01-28,2.5399999618530273
2021-01-29,2.490000009536743
2021-02-01,2.575000047683716
2021-02-02,2.630000114440918
2021-02-03,2.694999933242798
2021-02-04,2.619999885559082
2021-02-05,2.6649999618530273
2021-02-08,2.75
2021-02-09,2.700000047683716
2021-02-10,2.7200000286102295
2021-02-11,2.75
2021-02-12,2.765000104904175
2021-02-15,2.7899999618530273
2021-02-16,2.944999933242798
2021-02-17,2.7799999713897705
2021-02-18,2.805000066757202
2021-02-19,2.9100000858306885
2021-02-22,2.7899999618530273
2021-02-23,2.6700000762939453
2021-02-24,2.575000047683716
2021-02-25,2.5250000953674316
2021-02-26,2.5199999809265137
2021-03-01,2.6600000858306885
2021-03-02,2.640000104904175
2021-03-03,2.815000057220459
2021-03-04,3.0950000286102295
2021-03-05,2.9049999713897705
2021-03-08,2.8299999237060547
2021-03-09,2.930000066757202
2021-03-10,2.869999885559082
2021-03-11,2.805000066757202
2021-03-12,2.759999990463257
2021-03-15,2.755000114440918
2021-03-16,2.7249999046325684
2021-03-17,2.6649999618530273
2021-03-18,2.5950000286102295
2021-03-19,2.6449999809265137
2021-03-22,2.384999990463257
2021-03-23,2.430000066757202
2021-03-24,2.625
2021-03-25,2.565000057220459
2021-03-26,2.5799999237060547
2021-03-29,2.6050000190734863
2021-03-30,2.5799999237060547
2021-03-31,2.559999942779541
2021-04-01,2.5850000381469727
2021-04-02,2.565000057220459
2021-04-05,2.575000047683716
2021-04-06,2.515000104904175
2021-04-07,2.549999952316284
2021-04-08,2.4800000190734863
2021-04-09,2.4049999713897705
2021-04-12,2.4049999713897705
2021-04-13,2.3499999046325684
2021-04-14,2.4749999046325684
2021-04-15,2.4149999618530273
2021-04-16,2.440000057220459
2021-04-19,2.3350000381469727
2021-04-20,2.299999952316284
2021-04-21,2.194999933242798
2021-04-22,2.2200000286102295
2021-04-26,2.255000114440918
2021-04-27,2.255000114440918
2021-04-28,2.2200000286102295
2021-04-29,2.2249999046325684
2021-04-30,2.234999895095825
2021-05-03,2.325000047683716
2021-05-04,2.2750000953674316
2021-05-05,2.240000009536743
2021-05-06,2.25
2021-05-07,2.2049999237060547
2021-05-10,2.2300000190734863
2021-05-11,2.180000066757202
2021-05-12,2.180000066757202
2021-05-17,2.2200000286102295
2021-05-18,2.2149999141693115
2021-05-20,2.194999933242798
2021-05-21,2.2100000381469727
2021-05-24,2.190000057220459
2021-05-25,2.069999933242798
2021-05-26,2.075000047683716
2021-05-27,2.0450000762939453
2021-05-28,2.055000066757202
2021-05-31,2.059999942779541
2021-06-01,2.065000057220459
2021-06-02,2.075000047683716
2021-06-03,2.0799999237060547
2021-06-04,2.075000047683716
2021-06-07,2.0899999141693115
2021-06-08,2.115000009536743
2021-06-09,2.0850000381469727
2021-06-10,2.115000009536743
2021-06-11,2.1050000190734863
2021-06-14,2.075000047683716
2021-06-15,2.075000047683716
2021-06-16,2.065000057220459
2021-06-17,2.0199999809265137
2021-06-18,1.9850000143051147
2021-06-21,2.0
2021-06-22,2.0199999809265137
2021-06-23,2.0299999713897705
2021-06-24,2.0250000953674316
2021-06-25,2.005000114440918
2021-06-28,1.9600000381469727
2021-06-29,1.9500000476837158
2021-06-30,1.9299999475479126
2021-07-01,1.9550000429153442
2021-07-02,1.940000057220459
2021-07-05,1.975000023841858
2021-07-06,1.9550000429153442
2021-07-07,2.005000114440918
2021-07-08,1.975000023841858
2021-07-09,2.0299999713897705
2021-07-12,1.9950000047683716
2021-07-13,2.005000114440918
2021-07-14,1.9900000095367432
2021-07-16,1.9950000047683716
2021-07-19,1.9850000143051147
2021-07-26,2.0
2021-07-27,2.0250000953674316
2021-07-28,2.009999990463257
2021-07-29,2.0399999618530273
2021-07-30,2.0799999237060547
2021-08-02,2.1050000190734863
2021-08-03,2.0850000381469727
2021-08-04,2.0850000381469727
2021-08-05,2.0999999046325684
2021-08-06,2.0899999141693115
2021-08-09,2.0850000381469727
2021-08-10,2.059999942779541
2021-08-11,2.015000104904175
2021-08-12,2.0299999713897705
2021-08-13,2.1549999713897705
2021-08-16,2.194999933242798
2021-08-17,2.2149999141693115
2021-08-18,2.2850000858306885
2021-08-19,2.2699999809265137
2021-08-20,2.2200000286102295
2021-08-23,2.2750000953674316
2021-08-24,2.359999895095825
2021-08-25,2.325000047683716
2021-08-26,2.309999942779541
2021-08-27,2.319999933242798
2021-08-31,2.325000047683716
2021-09-01,2.384999990463257
2021-09-02,2.5
2021-09-03,2.430000066757202
2021-09-06,2.4600000381469727
2021-09-07,2.4149999618530273
2021-09-08,2.359999895095825
2021-09-09,2.4049999713897705
2021-09-10,2.365000009536743
2021-09-13,2.424999952316284
2021-09-14,2.4149999618530273
2021-09-15,2.4000000953674316
2021-09-16,2.3499999046325684
2021-09-17,2.315000057220459
2021-09-20,2.305000066757202
2021-09-21,2.325000047683716
2021-09-22,2.319999933242798
2021-09-23,2.305000066757202
2021-09-24,2.255000114440918
2021-09-27,2.265000104904175
2021-09-28,2.240000009536743
2021-09-29,2.255000114440918
2021-09-30,2.259999990463257
2021-10-01,2.2950000762939453
2021-10-04,2.325000047683716
2021-10-05,2.315000057220459
2021-10-06,2.244999885559082
2021-10-07,2.2850000858306885
2021-10-08,2.3499999046325684
2021-10-11,2.4000000953674316
2021-10-12,2.4000000953674316
2021-10-13,2.3550000190734863
2021-10-14,2.3399999141693115
2021-10-15,2.319999933242798
2021-10-18,2.4700000286102295
2021-10-19,2.4649999141693115
2021-10-20,2.4549999237060547
2021-10-21,2.5199999809265137
2021-10-22,2.5250000953674316
2021-10-25,2.559999942779541
2021-10-26,2.5350000858306885
2021-10-27,2.555000066757202
2021-10-28,2.565000057220459
2021-11-01,2.6050000190734863
2021-11-02,2.5799999237060547
2021-11-03,2.609999895095825
2021-11-04,2.619999885559082
2021-11-05,2.6700000762939453
2021-11-08,2.6050000190734863
2021-11-09,2.5450000762939453
2021-11-10,2.559999942779541
2021-11-11,2.5199999809265137
2021-11-12,2.5299999713897705
2021-11-15,2.5899999141693115
2021-11-16,2.5350000858306885
2021-11-17,2.630000114440918
2021-11-18,2.640000104904175
2021-11-19,2.809999942779541
2021-11-22,2.884999990463257
2021-11-23,3.009999990463257
2021-11-24,3.005000114440918
2021-11-25,3.109999895095825
2021-11-26,3.119999885559082
2021-11-29,3.0999999046325684
2021-11-30,3.1050000190734863
2021-12-01,3.234999895095825
2021-12-02,3.2850000858306885
2021-12-03,3.240000009536743
2021-12-06,3.3299999237060547
2021-12-07,3.2750000953674316
2021-12-08,3.3399999141693115
2021-12-09,3.4549999237060547
2021-12-10,3.5350000858306885
2021-12-13,3.5450000762939453
2021-12-14,3.6700000762939453
2021-12-15,3.549999952316284
2021-12-16,3.680000066757202
2021-12-17,3.315000057220459
2021-12-20,3.265000104904175
2021-12-21,2.940000057220459
2021-12-22,2.809999942779541
2021-12-23,2.759999990463257
2021-12-24,2.8450000286102295
2021-12-27,2.859999895095825
2021-12-28,2.865000009536743
2021-12-29,2.9700000286102295
2021-12-30,2.944999933242798
2021-12-31,3.234999895095825
2022-01-03,3.2899999618530273
2022-01-04,3.4000000953674316
2022-01-05,3.3949999809265137
2022-01-06,3.490000009536743
2022-01-07,3.440000057220459
2022-01-10,3.6600000858306885
2022-01-11,3.634999990463257
2022-01-12,3.625
2022-01-13,3.625
2022-01-14,3.7200000286102295
2022-01-17,3.890000104904175
2022-01-18,3.7249999046325684
2022-01-19,3.865000009536743
2022-01-20,3.8550000190734863
2022-01-21,3.740000009536743
2022-01-24,3.559999942779541
2022-01-25,3.5950000286102295
2022-01-26,3.4700000286102295
2022-01-27,3.559999942779541
2022-01-28,3.484999895095825
2022-01-31,3.5350000858306885
2022-02-01,3.6649999618530273
2022-02-02,3.609999895095825
2022-02-03,3.6050000190734863
2022-02-04,3.575000047683716
2022-02-07,3.6600000858306885
2022-02-08,3.630000114440918
2022-02-09,3.700000047683716
2022-02-10,3.680000066757202
2022-02-11,3.690000057220459
2022-02-14,3.569999933242798
2022-02-15,3.640000104904175
2022-02-16,3.5999999046325684
2022-02-17,3.6050000190734863
2022-02-18,3.559999942779541
2022-02-21,3.5299999713897705
2022-02-22,3.509999990463257
2022-02-23,3.444999933242798
2022-02-24,3.1050000190734863
2022-02-25,3.240000009536743
2022-02-28,3.559999942779541
2022-03-01,3.7249999046325684
2022-03-02,3.8299999237060547
2022-03-03,3.8299999237060547
2022-03-04,3.9100000858306885
2022-03-07,4.039999961853027
2022-03-08,3.859999895095825
2022-03-09,3.934999942779541
2022-03-10,3.6600000858306885
2022-03-11,3.6600000858306885
2022-03-14,3.549999952316284
2022-03-15,3.690000057220459
2022-03-16,3.7100000381469727
2022-03-17,3.7149999141693115
2022-03-18,3.734999895095825
2022-03-21,3.7750000953674316
2022-03-22,3.7699999809265137
2022-03-23,3.755000114440918
2022-03-24,3.765000104904175
2022-03-25,3.865000009536743
2022-03-28,3.9649999141693115
2022-03-29,4.0
2022-03-30,4.105000019073486
2022-03-31,4.21999979019165
2022-04-01,4.195000171661377
2022-04-04,4.28000020980835
2022-04-05,4.159999847412109
2022-04-06,4.144999980926514
2022-04-07,4.420000076293945
2022-04-08,4.625
2022-04-11,4.760000228881836
2022-04-12,5.034999847412109
2022-04-13,4.960000038146973
2022-04-14,5.175000190734863
2022-04-15,5.135000228881836
2022-04-18,5.034999847412109
2022-04-19,5.139999866485596
2022-04-20,5.135000228881836
2022-04-21,5.130000114440918
2022-04-22,4.954999923706055
2022-04-25,4.945000171661377
2022-04-26,4.849999904632568
2022-04-27,4.929999828338623
2022-04-28,5.079999923706055
2022-04-29,4.989999771118164
2022-05-05,5.139999866485596
2022-05-06,5.380000114440918
2022-05-09,5.400000095367432
2022-05-10,5.559999942779541
2022-05-11,5.230000019073486
2022-05-12,4.909999847412109
2022-05-13,5.0
2022-05-16,5.329999923706055
2022-05-17,5.269999980926514
2022-05-18,5.110000133514404
2022-05-20,5.050000190734863
2022-05-23,4.989999771118164
2022-05-24,4.929999828338623
2022-05-25,4.980000019073486
2022-05-26,4.909999847412109
2022-05-27,4.860000133514404
2022-05-30,4.960000038146973
2022-05-31,4.889999866485596
2022-06-01,4.96999979019165
2022-06-02,5.21999979019165
2022-06-03,5.199999809265137
2022-06-06,5.190000057220459
2022-06-07,5.400000095367432
2022-06-08,5.090000152587891
2022-06-09,5.25
2022-06-10,5.110000133514404
2022-06-13,5.079999923706055
2022-06-14,5.03000020980835
2022-06-15,5.130000114440918
2022-06-16,5.070000171661377
2022-06-17,5.150000095367432
2022-06-20,5.099999904632568
2022-06-21,5.349999904632568
2022-06-22,5.599999904632568
2022-06-23,5.590000152587891
2022-06-24,5.78000020980835
2022-06-27,5.650000095367432
2022-06-28,5.699999809265137
2022-06-29,5.369999885559082
2022-06-30,5.510000228881836
2022-07-01,5.960000038146973
2022-07-04,6.199999809265137
2022-07-05,5.789999961853027
2022-07-06,6.059999942779541
2022-07-07,6.03000020980835
2022-07-08,5.929999828338623
2022-07-13,5.889999866485596
2022-07-14,5.920000076293945
2022-07-18,6.139999866485596
2022-07-19,6.119999885559082
2022-07-20,6.190000057220459
2022-07-21,6.380000114440918
2022-07-22,6.46999979019165
2022-07-25,6.639999866485596
2022-07-26,6.619999885559082
2022-07-27,7.090000152587891
2022-07-28,7.039999961853027
2022-07-29,7.46999979019165
