Date,TUPRS.IS
2020-01-02,128.0
2020-01-03,125.69999694824219
2020-01-06,123.69999694824219
2020-01-07,122.9000015258789
2020-01-08,120.4000015258789
2020-01-09,125.0999984741211
2020-01-10,125.30000305175781
2020-01-13,125.69999694824219
2020-01-14,124.0
2020-01-15,123.5
2020-01-16,122.4000015258789
2020-01-17,121.0999984741211
2020-01-20,121.9000015258789
2020-01-21,121.5
2020-01-22,121.5
2020-01-23,120.69999694824219
2020-01-24,119.5999984741211
2020-01-27,115.9000015258789
2020-01-28,115.5
2020-01-29,114.19999694824219
2020-01-30,115.19999694824219
2020-01-31,112.80000305175781
2020-02-03,112.4000015258789
2020-02-04,113.30000305175781
2020-02-05,114.0999984741211
2020-02-06,113.69999694824219
2020-02-07,113.0999984741211
2020-02-10,110.69999694824219
2020-02-11,112.80000305175781
2020-02-12,115.0
2020-02-13,112.19999694824219
2020-02-14,110.0
2020-02-17,112.0
2020-02-18,110.0
2020-02-19,111.0
2020-02-20,110.30000305175781
2020-02-21,111.5999984741211
2020-02-24,110.5999984741211
2020-02-25,109.5
2020-02-26,109.19999694824219
2020-02-27,102.9000015258789
2020-02-28,101.19999694824219
2020-03-02,101.5
2020-03-03,101.9000015258789
2020-03-04,100.19999694824219
2020-03-05,99.75
2020-03-06,95.0
2020-03-09,93.6500015258789
2020-03-10,92.55000305175781
2020-03-11,92.55000305175781
2020-03-12,84.0
2020-03-13,85.5999984741211
2020-03-16,79.0
2020-03-17,72.9000015258789
2020-03-18,69.5999984741211
2020-03-19,67.0999984741211
2020-03-20,68.69999694824219
2020-03-23,69.1500015258789
2020-03-24,73.8499984741211
2020-03-25,75.25
2020-03-26,78.5
2020-03-27,76.44999694824219
2020-03-30,74.5
2020-03-31,75.8499984741211
2020-04-01,78.0
2020-04-02,82.6500015258789
2020-04-03,84.9000015258789
2020-04-06,85.30000305175781
2020-04-07,90.19999694824219
2020-04-08,90.9000015258789
2020-04-09,95.19999694824219
2020-04-10,93.0999984741211
2020-04-13,90.5
2020-04-14,91.0999984741211
2020-04-15,87.44999694824219
2020-04-16,85.1500015258789
2020-04-17,87.3499984741211
2020-04-20,86.94999694824219
2020-04-21,84.44999694824219
2020-04-22,85.5999984741211
2020-04-24,85.75
2020-04-27,85.8499984741211
2020-04-28,86.25
2020-04-29,89.0999984741211
2020-04-30,90.4000015258789
2020-05-04,86.55000305175781
2020-05-05,86.75
2020-05-06,85.1500015258789
2020-05-07,85.0
2020-05-08,85.0
2020-05-11,84.8499984741211
2020-05-12,85.1500015258789
2020-05-13,84.44999694824219
2020-05-14,82.5999984741211
2020-05-15,81.9000015258789
2020-05-18,81.6500015258789
2020-05-20,80.69999694824219
2020-05-21,79.25
2020-05-22,80.25
2020-05-27,83.94999694824219
2020-05-28,85.55000305175781
2020-05-29,85.6500015258789
2020-06-01,88.9000015258789
2020-06-02,89.75
2020-06-03,88.0999984741211
2020-06-04,86.5999984741211
2020-06-05,89.30000305175781
2020-06-08,89.30000305175781
2020-06-09,88.8499984741211
2020-06-10,88.55000305175781
2020-06-11,87.0
2020-06-12,87.44999694824219
2020-06-15,86.05000305175781
2020-06-16,87.3499984741211
2020-06-17,86.5
2020-06-18,87.0
2020-06-19,88.5999984741211
2020-06-22,90.0999984741211
2020-06-23,89.69999694824219
2020-06-24,89.19999694824219
2020-06-25,88.80000305175781
2020-06-26,89.3499984741211
2020-06-29,89.8499984741211
2020-06-30,90.0
2020-07-01,87.44999694824219
2020-07-02,88.0
2020-07-03,86.80000305175781
2020-07-06,86.94999694824219
2020-07-07,88.80000305175781
2020-07-08,88.1500015258789
2020-07-09,86.55000305175781
2020-07-10,85.69999694824219
2020-07-13,87.6500015258789
2020-07-14,86.30000305175781
2020-07-16,86.9000015258789
2020-07-17,86.8499984741211
2020-07-20,86.30000305175781
2020-07-21,86.4000015258789
2020-07-22,86.55000305175781
2020-07-23,87.75
2020-07-24,87.25
2020-07-27,87.1500015258789
2020-07-28,84.44999694824219
2020-07-29,82.44999694824219
2020-07-30,82.55000305175781
2020-08-04,79.05000305175781
2020-08-05,79.6500015258789
2020-08-06,76.5999984741211
2020-08-07,78.05000305175781
2020-08-10,76.19999694824219
2020-08-11,77.6500015258789
2020-08-12,77.75
2020-08-13,78.44999694824219
2020-08-14,78.3499984741211
2020-08-17,80.80000305175781
2020-08-18,79.94999694824219
2020-08-19,85.9000015258789
2020-08-20,92.1500015258789
2020-08-21,83.0
2020-08-24,84.25
2020-08-25,82.9000015258789
2020-08-26,81.94999694824219
2020-08-27,83.6500015258789
2020-08-28,83.0
2020-08-31,80.0
2020-09-01,80.94999694824219
2020-09-02,80.0999984741211
2020-09-03,79.30000305175781
2020-09-04,80.05000305175781
2020-09-07,80.55000305175781
2020-09-08,79.25
2020-09-09,84.80000305175781
2020-09-10,81.19999694824219
2020-09-11,81.0999984741211
2020-09-14,81.5
2020-09-15,81.1500015258789
2020-09-16,81.0
2020-09-17,80.55000305175781
2020-09-18,80.6500015258789
2020-09-21,78.94999694824219
2020-09-22,79.30000305175781
2020-09-23,79.30000305175781
2020-09-24,79.80000305175781
2020-09-25,80.4000015258789
2020-09-28,79.4000015258789
2020-09-29,79.1500015258789
2020-09-30,79.69999694824219
2020-10-01,79.6500015258789
2020-10-02,79.5999984741211
2020-10-05,79.94999694824219
2020-10-06,80.0999984741211
2020-10-07,80.3499984741211
2020-10-08,81.94999694824219
2020-10-09,83.25
2020-10-12,81.3499984741211
2020-10-13,80.3499984741211
2020-10-14,83.5999984741211
2020-10-15,81.44999694824219
2020-10-16,82.44999694824219
2020-10-19,81.05000305175781
2020-10-20,80.69999694824219
2020-10-21,80.25
2020-10-22,79.6500015258789
2020-10-23,79.25
2020-10-26,76.05000305175781
2020-10-27,77.55000305175781
2020-10-28,76.0
2020-10-30,74.5
2020-11-02,75.5
2020-11-03,76.75
2020-11-04,77.6500015258789
2020-11-05,77.3499984741211
2020-11-06,77.30000305175781
2020-11-09,82.3499984741211
2020-11-10,84.30000305175781
2020-11-11,87.44999694824219
2020-11-12,89.25
2020-11-13,88.94999694824219
2020-11-16,89.05000305175781
2020-11-17,85.69999694824219
2020-11-18,88.30000305175781
2020-11-19,89.8499984741211
2020-11-20,89.1500015258789
2020-11-23,87.80000305175781
2020-11-24,90.1500015258789
2020-11-25,92.9000015258789
2020-11-26,93.69999694824219
2020-11-27,94.5
2020-11-30,91.1500015258789
2020-12-01,93.05000305175781
2020-12-02,92.94999694824219
2020-12-03,92.1500015258789
2020-12-04,93.8499984741211
2020-12-07,96.44999694824219
2020-12-08,95.5
2020-12-09,95.5
2020-12-10,97.6500015258789
2020-12-11,101.5
2020-12-14,104.69999694824219
2020-12-15,108.5
2020-12-16,108.80000305175781
2020-12-17,108.0999984741211
2020-12-18,107.69999694824219
2020-12-21,104.0
2020-12-22,104.4000015258789
2020-12-23,107.69999694824219
2020-12-24,106.9000015258789
2020-12-25,106.30000305175781
2020-12-28,107.80000305175781
2020-12-29,109.5
2020-12-30,108.0999984741211
2020-12-31,108.69999694824219
2021-01-04,109.69999694824219
2021-01-05,110.9000015258789
2021-01-06,111.9000015258789
2021-01-07,111.5
2021-01-08,112.4000015258789
2021-01-11,110.4000015258789
2021-01-12,109.5999984741211
2021-01-13,108.80000305175781
2021-01-14,110.0
2021-01-15,106.69999694824219
2021-01-18,107.9000015258789
2021-01-19,108.4000015258789
2021-01-20,108.69999694824219
2021-01-21,107.0999984741211
2021-01-22,106.9000015258789
2021-01-25,104.5
2021-01-26,102.4000015258789
2021-01-27,99.0
2021-01-28,102.5
2021-01-29,99.4000015258789
2021-02-01,99.25
2021-02-02,100.4000015258789
2021-02-03,101.30000305175781
2021-02-04,101.30000305175781
2021-02-05,100.69999694824219
2021-02-08,100.80000305175781
2021-02-09,104.0
2021-02-10,104.0999984741211
2021-02-11,105.80000305175781
2021-02-12,102.5999984741211
2021-02-15,105.19999694824219
2021-02-16,103.69999694824219
2021-02-17,102.0999984741211
2021-02-18,101.5999984741211
2021-02-19,102.9000015258789
2021-02-22,100.9000015258789
2021-02-23,101.80000305175781
2021-02-24,102.5999984741211
2021-02-25,102.9000015258789
2021-02-26,101.0999984741211
2021-03-01,105.80000305175781
2021-03-02,107.5999984741211
2021-03-03,105.80000305175781
2021-03-04,105.80000305175781
2021-03-05,106.69999694824219
2021-03-08,107.5
2021-03-09,107.0999984741211
2021-03-10,106.69999694824219
2021-03-11,107.0
2021-03-12,107.30000305175781
2021-03-15,106.4000015258789
2021-03-16,105.5999984741211
2021-03-17,103.0
2021-03-18,102.30000305175781
2021-03-19,100.5999984741211
2021-03-22,90.55000305175781
2021-03-23,88.6500015258789
2021-03-24,92.0999984741211
2021-03-25,94.4000015258789
2021-03-26,93.5999984741211
2021-03-29,92.75
2021-03-30,90.5
2021-03-31,90.0
2021-04-01,92.3499984741211
2021-04-02,92.0999984741211
2021-04-05,92.30000305175781
2021-04-06,90.9000015258789
2021-04-07,90.94999694824219
2021-04-08,90.0
2021-04-09,88.6500015258789
2021-04-12,87.0
2021-04-13,86.4000015258789
2021-04-14,89.05000305175781
2021-04-15,89.5
2021-04-16,89.25
2021-04-19,87.44999694824219
2021-04-20,86.55000305175781
2021-04-21,85.0
2021-04-22,86.5
2021-04-26,86.25
2021-04-27,86.5
2021-04-28,87.0999984741211
2021-04-29,87.94999694824219
2021-04-30,87.75
2021-05-03,90.8499984741211
2021-05-04,90.1500015258789
2021-05-05,91.30000305175781
2021-05-06,91.69999694824219
2021-05-07,96.5999984741211
2021-05-10,96.3499984741211
2021-05-11,95.75
2021-05-12,98.5999984741211
2021-05-17,101.19999694824219
2021-05-18,101.5999984741211
2021-05-20,100.19999694824219
2021-05-21,102.9000015258789
2021-05-24,103.0
2021-05-25,98.9000015258789
2021-05-26,99.19999694824219
2021-05-27,96.80000305175781
2021-05-28,97.5999984741211
2021-05-31,97.3499984741211
2021-06-01,98.5999984741211
2021-06-02,101.5
2021-06-03,103.0
2021-06-04,103.0
2021-06-07,102.9000015258789
2021-06-08,103.4000015258789
2021-06-09,102.5999984741211
2021-06-10,103.0999984741211
2021-06-11,103.69999694824219
2021-06-14,104.0
2021-06-15,102.9000015258789
2021-06-16,103.0
2021-06-17,103.9000015258789
2021-06-18,101.5999984741211
2021-06-21,99.5999984741211
2021-06-22,100.5
2021-06-23,100.19999694824219
2021-06-24,100.0999984741211
2021-06-25,98.3499984741211
2021-06-28,96.4000015258789
2021-06-29,95.55000305175781
2021-06-30,94.75
2021-07-01,96.1500015258789
2021-07-02,95.6500015258789
2021-07-05,97.5999984741211
2021-07-06,96.1500015258789
2021-07-07,96.3499984741211
2021-07-08,95.25
2021-07-09,96.5999984741211
2021-07-12,94.5
2021-07-13,94.0
2021-07-14,95.0
2021-07-16,94.75
2021-07-19,93.80000305175781
2021-07-26,92.05000305175781
2021-07-27,92.3499984741211
2021-07-28,91.9000015258789
2021-07-29,94.0999984741211
2021-07-30,93.80000305175781
2021-08-02,95.55000305175781
2021-08-03,95.0999984741211
2021-08-04,94.55000305175781
2021-08-05,97.75
2021-08-06,98.1500015258789
2021-08-09,98.0999984741211
2021-08-10,99.6500015258789
2021-08-11,96.5
2021-08-12,98.30000305175781
2021-08-13,100.5999984741211
2021-08-16,100.5999984741211
2021-08-17,102.69999694824219
2021-08-18,101.69999694824219
2021-08-19,100.4000015258789
2021-08-20,99.1500015258789
2021-08-23,100.0
2021-08-24,100.19999694824219
2021-08-25,99.5
2021-08-26,98.9000015258789
2021-08-27,99.5999984741211
2021-08-31,101.69999694824219
2021-09-01,103.5999984741211
2021-09-02,105.0
2021-09-03,103.69999694824219
2021-09-06,104.30000305175781
2021-09-07,103.19999694824219
2021-09-08,102.0999984741211
2021-09-09,104.30000305175781
2021-09-10,102.80000305175781
2021-09-13,103.5999984741211
2021-09-14,106.69999694824219
2021-09-15,109.19999694824219
2021-09-16,108.0999984741211
2021-09-17,108.69999694824219
2021-09-20,107.5
2021-09-21,109.69999694824219
2021-09-22,110.80000305175781
2021-09-23,111.19999694824219
2021-09-24,110.80000305175781
2021-09-27,112.0
2021-09-28,112.9000015258789
2021-09-29,112.69999694824219
2021-09-30,114.5999984741211
2021-10-01,113.5
2021-10-04,116.0
2021-10-05,120.9000015258789
2021-10-06,119.0
2021-10-07,123.0999984741211
2021-10-08,123.0
2021-10-11,125.80000305175781
2021-10-12,127.0
2021-10-13,122.80000305175781
2021-10-14,125.0
2021-10-15,129.0
2021-10-18,129.5
2021-10-19,130.1999969482422
2021-10-20,131.89999389648438
2021-10-21,136.3000030517578
2021-10-22,139.1999969482422
2021-10-25,141.8000030517578
2021-10-26,139.8000030517578
2021-10-27,141.3000030517578
2021-10-28,139.8000030517578
2021-11-01,137.8000030517578
2021-11-02,140.3000030517578
2021-11-03,142.6999969482422
2021-11-04,142.6999969482422
2021-11-05,145.3000030517578
2021-11-08,147.60000610351562
2021-11-09,153.0
2021-11-10,157.89999389648438
2021-11-11,156.5
2021-11-12,155.60000610351562
2021-11-15,153.89999389648438
2021-11-16,153.89999389648438
2021-11-17,158.1999969482422
2021-11-18,157.8000030517578
2021-11-19,155.10000610351562
2021-11-22,158.10000610351562
2021-11-23,168.89999389648438
2021-11-24,159.89999389648438
2021-11-25,157.0
2021-11-26,149.0
2021-11-29,155.39999389648438
2021-11-30,151.6999969482422
2021-12-01,157.1999969482422
2021-12-02,156.0
2021-12-03,155.0
2021-12-06,157.0
2021-12-07,163.3000030517578
2021-12-08,163.6999969482422
2021-12-09,164.8000030517578
2021-12-10,173.0
2021-12-13,188.60000610351562
2021-12-14,191.1999969482422
2021-12-15,193.60000610351562
2021-12-16,206.3000030517578
2021-12-17,186.60000610351562
2021-12-20,184.6999969482422
2021-12-21,166.3000030517578
2021-12-22,149.6999969482422
2021-12-23,142.89999389648438
2021-12-24,154.60000610351562
2021-12-27,152.8000030517578
2021-12-28,149.60000610351562
2021-12-29,156.1999969482422
2021-12-30,152.60000610351562
2021-12-31,154.39999389648438
2022-01-03,166.3000030517578
2022-01-04,169.5
2022-01-05,178.89999389648438
2022-01-06,186.89999389648438
2022-01-07,186.89999389648438
2022-01-10,187.10000610351562
2022-01-11,187.3000030517578
2022-01-12,189.1999969482422
2022-01-13,189.10000610351562
2022-01-14,186.60000610351562
2022-01-17,189.10000610351562
2022-01-18,178.8000030517578
2022-01-19,186.8000030517578
2022-01-20,180.39999389648438
2022-01-21,179.1999969482422
2022-01-24,166.39999389648438
2022-01-25,168.0
2022-01-26,167.0
2022-01-27,172.1999969482422
2022-01-28,168.6999969482422
2022-01-31,171.1999969482422
2022-02-01,169.1999969482422
2022-02-02,169.5
2022-02-03,167.39999389648438
2022-02-04,165.5
2022-02-07,171.5
2022-02-08,183.6999969482422
2022-02-09,186.5
2022-02-10,190.0
2022-02-11,197.6999969482422
2022-02-14,193.8000030517578
2022-02-15,194.6999969482422
2022-02-16,195.60000610351562
2022-02-17,191.0
2022-02-18,192.3000030517578
2022-02-21,189.39999389648438
2022-02-22,184.10000610351562
2022-02-23,183.89999389648438
2022-02-24,166.89999389648438
2022-02-25,179.89999389648438
2022-02-28,192.89999389648438
2022-03-01,193.10000610351562
2022-03-02,192.3000030517578
2022-03-03,196.60000610351562
2022-03-04,195.5
2022-03-07,193.10000610351562
2022-03-08,195.60000610351562
2022-03-09,196.0
2022-03-10,205.89999389648438
2022-03-11,204.89999389648438
2022-03-14,202.8000030517578
2022-03-15,194.0
2022-03-16,192.0
2022-03-17,198.3000030517578
2022-03-18,196.0
2022-03-21,203.89999389648438
2022-03-22,206.60000610351562
2022-03-23,205.6999969482422
2022-03-24,205.3000030517578
2022-03-25,206.3000030517578
2022-03-28,205.3000030517578
2022-03-29,206.39999389648438
2022-03-30,206.39999389648438
2022-03-31,214.39999389648438
2022-04-01,227.39999389648438
2022-04-04,241.89999389648438
2022-04-05,241.0
2022-04-06,240.6999969482422
2022-04-07,238.39999389648438
2022-04-08,244.1999969482422
2022-04-11,246.6999969482422
2022-04-12,253.3000030517578
2022-04-13,256.20001220703125
2022-04-14,259.20001220703125
2022-04-15,259.70001220703125
2022-04-18,251.5
2022-04-19,255.8000030517578
2022-04-20,254.5
2022-04-21,257.5
2022-04-22,254.0
2022-04-25,259.3999938964844
2022-04-26,245.0
2022-04-27,245.5
2022-04-28,238.0
2022-04-29,234.1999969482422
2022-05-05,245.3000030517578
2022-05-06,255.1999969482422
2022-05-09,245.3000030517578
2022-05-10,250.3000030517578
2022-05-11,251.8000030517578
2022-05-12,252.3000030517578
2022-05-13,256.20001220703125
2022-05-16,256.70001220703125
2022-05-17,257.0
2022-05-18,251.0
2022-05-20,248.0
2022-05-23,248.60000610351562
2022-05-24,244.39999389648438
2022-05-25,249.39999389648438
2022-05-26,255.10000610351562
2022-05-27,250.39999389648438
2022-05-30,259.0
2022-05-31,271.1000061035156
2022-06-01,271.3999938964844
2022-06-02,271.0
2022-06-03,274.29998779296875
2022-06-06,281.5
2022-06-07,286.3999938964844
2022-06-08,271.20001220703125
2022-06-09,278.70001220703125
2022-06-10,269.0
2022-06-13,271.6000061035156
2022-06-14,270.3999938964844
2022-06-15,267.3999938964844
2022-06-16,263.79998779296875
2022-06-17,268.3999938964844
2022-06-20,260.3999938964844
2022-06-21,267.29998779296875
2022-06-22,266.5
2022-06-23,266.6000061035156
2022-06-24,266.8999938964844
2022-06-27,272.70001220703125
2022-06-28,267.20001220703125
2022-06-29,262.29998779296875
2022-06-30,264.5
2022-07-01,268.5
2022-07-04,264.5
2022-07-05,255.1999969482422
2022-07-06,244.8000030517578
2022-07-07,244.60000610351562
2022-07-08,243.10000610351562
2022-07-13,233.1999969482422
2022-07-14,227.8000030517578
2022-07-18,243.5
2022-07-19,244.60000610351562
2022-07-20,254.5
2022-07-21,249.10000610351562
2022-07-22,248.10000610351562
2022-07-25,253.0
2022-07-26,257.79998779296875
2022-07-27,257.3999938964844
2022-07-28,257.29998779296875
2022-07-29,268.3999938964844
